Component,Feature,AbsoluteLoading,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60
PC15,TotalDrawsHome,0.3566756704415331,,,,,,,,,,,,,,,-0.3566756704415331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC15,WinStreakHome,0.321612704745072,,,,,,,,,,,,,,,0.321612704745072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC15,LossStreakAway,0.30260785950121255,,,,,,,,,,,,,,,-0.30260785950121255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC15,HistoricalEncountersAway,0.27714009872664236,,,,,,,,,,,,,,,-0.27714009872664236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC15,WinStreakAway,0.26186431724328535,,,,,,,,,,,,,,,-0.26186431724328535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC15,TotalDrawsAway,0.2015990177228711,,,,,,,,,,,,,,,0.2015990177228711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC15,AverageGoalsConcededAtAway,0.198694819300231,,,,,,,,,,,,,,,-0.198694819300231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC15,TotalWinsHome,0.1492750963345806,,,,,,,,,,,,,,,0.1492750963345806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC15,OddsFavourAway,0.13303120887725212,,,,,,,,,,,,,,,-0.13303120887725212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC16,LossStreakAway,0.5141101669352062,,,,,,,,,,,,,,,,0.5141101669352062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC16,WinStreakAway,0.45882968545033254,,,,,,,,,,,,,,,,0.45882968545033254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC16,WinStreakHome,0.36305163376870836,,,,,,,,,,,,,,,,0.36305163376870836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC16,TotalDrawsAway,0.29630500931825354,,,,,,,,,,,,,,,,-0.29630500931825354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC16,LossStreakHome,0.19232966488844347,,,,,,,,,,,,,,,,0.19232966488844347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC16,TotalDrawsHome,0.1837267416977736,,,,,,,,,,,,,,,,-0.1837267416977736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC16,HistoricalEncountersAway,0.18180293015309945,,,,,,,,,,,,,,,,-0.18180293015309945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC16,AverageGoalsScoredAtAway,0.16905771324652938,,,,,,,,,,,,,,,,-0.16905771324652938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC16,TotalLossesAway,0.14380751054801735,,,,,,,,,,,,,,,,0.14380751054801735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC16,AverageShotsOnTargetAtAway,0.13420244533801207,,,,,,,,,,,,,,,,-0.13420244533801207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC17,HistoricalEncountersAway,0.8203010307822991,,,,,,,,,,,,,,,,,0.8203010307822991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC17,WinStreakHome,0.25951258578583064,,,,,,,,,,,,,,,,,0.25951258578583064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC17,LossStreakHome,0.23075865630249,,,,,,,,,,,,,,,,,0.23075865630249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC17,HistoricalEncountersHome,0.1475325594707932,,,,,,,,,,,,,,,,,-0.1475325594707932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC17,EloTierHome,0.13185515133803502,,,,,,,,,,,,,,,,,0.13185515133803502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC17,TotalDrawsHome,0.13121353132181024,,,,,,,,,,,,,,,,,-0.13121353132181024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC17,OddsFavourHome,0.11591731076991721,,,,,,,,,,,,,,,,,0.11591731076991721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC17,OddsFavourAway,0.11433275301258161,,,,,,,,,,,,,,,,,-0.11433275301258161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC17,AwayFifaMidfield,0.1062451818037624,,,,,,,,,,,,,,,,,-0.1062451818037624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC17,AwayFifaAttack,0.09943292770005265,,,,,,,,,,,,,,,,,-0.09943292770005265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC18,AverageGoalsConcededAtHome,0.44505663773567344,,,,,,,,,,,,,,,,,,0.44505663773567344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC18,AverageGoalsConcededAtAway,0.36381776050848885,,,,,,,,,,,,,,,,,,-0.36381776050848885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC18,HomeForm,0.3063331381703095,,,,,,,,,,,,,,,,,,0.3063331381703095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC18,HomeAdvantageIndex,0.2950506671370933,,,,,,,,,,,,,,,,,,0.2950506671370933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC18,GeneralFormDifference,0.20663154333684117,,,,,,,,,,,,,,,,,,-0.20663154333684117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC18,AwayGeneralForm,0.18890768631119303,,,,,,,,,,,,,,,,,,0.18890768631119303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC18,TotalWinsHome,0.1827977373257992,,,,,,,,,,,,,,,,,,-0.1827977373257992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC18,TotalLossesHome,0.17968867135151378,,,,,,,,,,,,,,,,,,0.17968867135151378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC18,LossStreakHome,0.17801861352385864,,,,,,,,,,,,,,,,,,-0.17801861352385864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC18,TotalGoalsConcededHome,0.16138290614122952,,,,,,,,,,,,,,,,,,0.16138290614122952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC19,AverageGoalsConcededAtHome,0.38061780842932175,,,,,,,,,,,,,,,,,,,0.38061780842932175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC19,AverageGoalsConcededAtAway,0.3686365162033026,,,,,,,,,,,,,,,,,,,-0.3686365162033026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC19,GeneralFormDifference,0.36547332404958754,,,,,,,,,,,,,,,,,,,0.36547332404958754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC19,WinStreakHome,0.3484260827062928,,,,,,,,,,,,,,,,,,,-0.3484260827062928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC19,WinStreakAway,0.3051367515950153,,,,,,,,,,,,,,,,,,,0.3051367515950153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC19,AwayGeneralForm,0.28077183296527836,,,,,,,,,,,,,,,,,,,-0.28077183296527836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC19,TotalDrawsAway,0.27080428479887186,,,,,,,,,,,,,,,,,,,-0.27080428479887186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC19,LossStreakAway,0.22359124872607636,,,,,,,,,,,,,,,,,,,-0.22359124872607636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC19,HomeGeneralForm,0.1818350722354347,,,,,,,,,,,,,,,,,,,0.1818350722354347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC19,TotalLossesAway,0.1411603201895624,,,,,,,,,,,,,,,,,,,0.1411603201895624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC20,AwayForm,0.3906208923721515,,,,,,,,,,,,,,,,,,,,0.3906208923721515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC20,AverageGoalsConcededAtAway,0.35871851135957494,,,,,,,,,,,,,,,,,,,,0.35871851135957494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC20,HomeForm,0.2915409287098191,,,,,,,,,,,,,,,,,,,,0.2915409287098191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC20,EloDifference,0.2607140945112494,,,,,,,,,,,,,,,,,,,,-0.2607140945112494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC20,HomeElo,0.23784770536661914,,,,,,,,,,,,,,,,,,,,-0.23784770536661914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC20,EloTierHome,0.2228968503921439,,,,,,,,,,,,,,,,,,,,0.2228968503921439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC20,GeneralFormDifference,0.21876839343883828,,,,,,,,,,,,,,,,,,,,0.21876839343883828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC20,AverageShotsOnTargetAtAway,0.21551991183237001,,,,,,,,,,,,,,,,,,,,-0.21551991183237001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC20,AwayGeneralForm,0.18483294762539418,,,,,,,,,,,,,,,,,,,,-0.18483294762539418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC20,AverageShotsOnTargetAtHome,0.16720032949742633,,,,,,,,,,,,,,,,,,,,-0.16720032949742633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC21,WinStreakAway,0.28981391880341073,,,,,,,,,,,,,,,,,,,,,0.28981391880341073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC21,HomeForm,0.2829434187662809,,,,,,,,,,,,,,,,,,,,,-0.2829434187662809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC21,TotalDrawsHome,0.2676883293550893,,,,,,,,,,,,,,,,,,,,,0.2676883293550893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC21,TotalWinsHome,0.25324302292555967,,,,,,,,,,,,,,,,,,,,,-0.25324302292555967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC21,AwayForm,0.2532368819246145,,,,,,,,,,,,,,,,,,,,,-0.2532368819246145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC21,AverageGoalsConcededAtHome,0.22703975724212583,,,,,,,,,,,,,,,,,,,,,-0.22703975724212583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC21,EloDifference,0.22674789531123485,,,,,,,,,,,,,,,,,,,,,-0.22674789531123485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC21,AverageShotsOnTargetAtAway,0.21760682257512948,,,,,,,,,,,,,,,,,,,,,0.21760682257512948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC21,AverageGoalsScoredAtHome,0.21492339373715627,,,,,,,,,,,,,,,,,,,,,0.21492339373715627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC21,HistoricalEncountersHome,0.19418171265845866,,,,,,,,,,,,,,,,,,,,,0.19418171265845866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC22,TotalLossesAway,0.4101942483859626,,,,,,,,,,,,,,,,,,,,,,0.4101942483859626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC22,TotalWinsAway,0.36604125664603476,,,,,,,,,,,,,,,,,,,,,,-0.36604125664603476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC22,TotalGoalsScoredAway,0.2920056604508649,,,,,,,,,,,,,,,,,,,,,,-0.2920056604508649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC22,TotalDrawsHome,0.2903974960275045,,,,,,,,,,,,,,,,,,,,,,-0.2903974960275045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC22,TotalGoalsConcededAway,0.2606773364382419,,,,,,,,,,,,,,,,,,,,,,0.2606773364382419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC22,LossStreakHome,0.2576977611860229,,,,,,,,,,,,,,,,,,,,,,-0.2576977611860229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC22,HomeElo,0.21017836028391768,,,,,,,,,,,,,,,,,,,,,,-0.21017836028391768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC22,AverageGoalsScoredAtHome,0.18997363528252809,,,,,,,,,,,,,,,,,,,,,,0.18997363528252809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC22,AverageGoalsConcededAtHome,0.17872917658809057,,,,,,,,,,,,,,,,,,,,,,-0.17872917658809057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC22,EloTierHome,0.16860083587626554,,,,,,,,,,,,,,,,,,,,,,0.16860083587626554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC23,TotalDrawsAway,0.4425285356614408,,,,,,,,,,,,,,,,,,,,,,,0.4425285356614408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC23,AwayForm,0.3133689543933125,,,,,,,,,,,,,,,,,,,,,,,0.3133689543933125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC23,HomeGeneralForm,0.30289130886744514,,,,,,,,,,,,,,,,,,,,,,,0.30289130886744514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC23,TotalWinsAway,0.2915139547082416,,,,,,,,,,,,,,,,,,,,,,,-0.2915139547082416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC23,TotalGoalsScoredAway,0.24141090251401842,,,,,,,,,,,,,,,,,,,,,,,-0.24141090251401842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC23,TotalGoalsScoredHome,0.22831743532818047,,,,,,,,,,,,,,,,,,,,,,,-0.22831743532818047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC23,TotalWinsHome,0.21762943176862967,,,,,,,,,,,,,,,,,,,,,,,-0.21762943176862967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC23,TotalDrawsHome,0.19476012616677543,,,,,,,,,,,,,,,,,,,,,,,0.19476012616677543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC23,HFA,0.19474795100259654,,,,,,,,,,,,,,,,,,,,,,,0.19474795100259654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC23,AverageGoalsScoredAtHome,0.16549588637229368,,,,,,,,,,,,,,,,,,,,,,,-0.16549588637229368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC24,TotalDrawsAway,0.39019384352590497,,,,,,,,,,,,,,,,,,,,,,,,0.39019384352590497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC24,TotalDrawsHome,0.3465964052433224,,,,,,,,,,,,,,,,,,,,,,,,-0.3465964052433224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC24,TotalWinsHome,0.33892839892953625,,,,,,,,,,,,,,,,,,,,,,,,0.33892839892953625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC24,WinStreakHome,0.3189846610725856,,,,,,,,,,,,,,,,,,,,,,,,-0.3189846610725856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC24,TotalGoalsScoredHome,0.23420998597446127,,,,,,,,,,,,,,,,,,,,,,,,0.23420998597446127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC24,AwayElo,0.23155629461870506,,,,,,,,,,,,,,,,,,,,,,,,0.23155629461870506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC24,WinStreakAway,0.22219213653504455,,,,,,,,,,,,,,,,,,,,,,,,0.22219213653504455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC24,LossStreakAway,0.20583388314024711,,,,,,,,,,,,,,,,,,,,,,,,0.20583388314024711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC24,EloDifference,0.19062580868413473,,,,,,,,,,,,,,,,,,,,,,,,-0.19062580868413473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC24,EloTierAway,0.1789358060632971,,,,,,,,,,,,,,,,,,,,,,,,-0.1789358060632971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC25,TotalDrawsHome,0.4653169973781652,,,,,,,,,,,,,,,,,,,,,,,,,0.4653169973781652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC25,TotalLossesHome,0.395966708721185,,,,,,,,,,,,,,,,,,,,,,,,,-0.395966708721185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC25,AverageGoalsConcededAtHome,0.277710561871358,,,,,,,,,,,,,,,,,,,,,,,,,0.277710561871358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC25,AverageGoalsScoredAtAway,0.2224211984949424,,,,,,,,,,,,,,,,,,,,,,,,,-0.2224211984949424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC25,TotalGoalsScoredAway,0.18457768080348735,,,,,,,,,,,,,,,,,,,,,,,,,-0.18457768080348735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC25,AwayElo,0.1835244016878253,,,,,,,,,,,,,,,,,,,,,,,,,0.1835244016878253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC25,WinStreakHome,0.17909476161810514,,,,,,,,,,,,,,,,,,,,,,,,,0.17909476161810514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC25,HomeGeneralForm,0.17164714690498215,,,,,,,,,,,,,,,,,,,,,,,,,-0.17164714690498215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC25,AverageGoalsScoredAtHome,0.16656536108187409,,,,,,,,,,,,,,,,,,,,,,,,,0.16656536108187409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC25,AwayFifaAttack,0.15997668542506954,,,,,,,,,,,,,,,,,,,,,,,,,-0.15997668542506954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC26,HomeGeneralForm,0.48435788562297816,,,,,,,,,,,,,,,,,,,,,,,,,,0.48435788562297816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC26,AwayGeneralForm,0.47155692558521667,,,,,,,,,,,,,,,,,,,,,,,,,,0.47155692558521667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC26,WinStreakAway,0.34466821996657176,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34466821996657176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC26,TotalDrawsAway,0.2860095028202369,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2860095028202369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC26,FifaAttackDifference,0.2143276700701234,,,,,,,,,,,,,,,,,,,,,,,,,,0.2143276700701234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC26,WinStreakHome,0.17615188653325445,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17615188653325445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC26,AverageGoalsScoredAtHome,0.16786714199903785,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16786714199903785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC26,AwayFifaAttack,0.15617571149893913,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15617571149893913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC26,TotalLossesAway,0.1558117822480404,,,,,,,,,,,,,,,,,,,,,,,,,,0.1558117822480404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC26,HomeFifaAttack,0.14929177077817568,,,,,,,,,,,,,,,,,,,,,,,,,,0.14929177077817568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC27,AverageGoalsScoredAtHome,0.5032021761194727,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5032021761194727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC27,AverageGoalsScoredAtAway,0.47775667958584256,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.47775667958584256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC27,ShotsOnTargetDifference,0.2316025103228165,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2316025103228165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC27,EloTierAway,0.20348010417089232,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20348010417089232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC27,FifaAttackDifference,0.19567615037256172,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19567615037256172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC27,FifaDefenceDifference,0.19005654169673236,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19005654169673236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC27,AverageShotsOnTargetAtHome,0.18674359275254585,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18674359275254585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC27,AwayElo,0.1831848770735087,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1831848770735087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC27,AwayGeneralForm,0.16341261231505844,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16341261231505844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC27,HomeFifaDefence,0.16137668297189306,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16137668297189306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC28,FifaDefenceDifference,0.3561951644479832,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3561951644479832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC28,EloTierAway,0.33286251813020135,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.33286251813020135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC28,HomeFifaAttack,0.33197558620758355,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.33197558620758355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC28,FifaAttackDifference,0.30911715244787963,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.30911715244787963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC28,AwayFifaDefence,0.308849249449317,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.308849249449317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC28,AwayElo,0.2990194430227064,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2990194430227064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC28,EloTierHome,0.21758022648947808,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21758022648947808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC28,TotalLossesAway,0.21320101229419175,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21320101229419175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC28,HomeFifaDefence,0.2062510702069543,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2062510702069543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC28,HomeElo,0.1736248713132331,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1736248713132331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC29,AwayFifaAttack,0.33951531909214316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33951531909214316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC29,HomeElo,0.3241730538044011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3241730538044011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC29,EloTierHome,0.3224123972355365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3224123972355365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC29,TotalLossesHome,0.2731695512198413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2731695512198413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC29,FifaAttackDifference,0.25047794924401756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25047794924401756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC29,AverageGoalsScoredAtAway,0.24751722674401988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24751722674401988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC29,HomeFifaMidfield,0.19581116999940987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19581116999940987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC29,EloTierAway,0.19362972745573773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19362972745573773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC29,TotalGoalsConcededHome,0.19171770505783986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19171770505783986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC29,AwayElo,0.18573054979490072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18573054979490072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC30,FifaMidfieldDifference,0.49882374335264096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49882374335264096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
