Date,Season,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,HTH Goals,HTA Goals,HT Result,Referee,H Shots,A Shots,H SOT,A SOT,H Fouls,A Fouls,H Corners,A Corners,H Yellow,A Yellow,H Red,A Red,Display_Order,League
02/08/2019,2019,Luton,Middlesbrough,3,3,D,2,2,D,O Langford,12,17,4,8,14,20,8,11,2,2,0,0,20190802,English Second
03/08/2019,2019,Barnsley,Fulham,1,0,H,1,0,H,A Davies,17,15,4,4,16,14,7,5,3,1,0,0,20190803,English Second
03/08/2019,2019,Blackburn,Charlton,1,2,A,0,1,A,A Woolmer,14,9,2,5,15,13,12,2,0,3,0,0,20190803,English Second
03/08/2019,2019,Brentford,Birmingham,0,1,A,0,1,A,G Ward,15,1,3,1,10,12,6,2,1,3,0,0,20190803,English Second
03/08/2019,2019,Millwall,Preston,1,0,H,1,0,H,S Martin,8,5,3,0,11,18,8,7,2,3,0,0,20190803,English Second
03/08/2019,2019,Reading,Sheffield Weds,1,3,A,0,1,A,J Linington,13,13,4,5,12,15,7,3,0,3,0,1,20190803,English Second
03/08/2019,2019,Stoke,QPR,1,2,A,0,1,A,D Bond,13,5,1,3,18,14,7,0,1,3,0,0,20190803,English Second
03/08/2019,2019,Swansea,Hull,2,1,H,0,1,A,J Brooks,19,12,8,4,9,10,10,4,2,2,0,0,20190803,English Second
03/08/2019,2019,Wigan,Cardiff,3,2,H,0,1,A,D Webb,12,13,4,4,9,15,6,6,2,4,0,0,20190803,English Second
03/08/2019,2019,Nott'm Forest,West Brom,1,2,A,1,2,A,D England,15,12,4,3,8,6,9,5,0,1,0,0,20190803,English Second
04/08/2019,2019,Bristol City,Leeds,1,3,A,0,1,A,T Robinson,13,18,3,4,8,12,4,6,3,2,0,0,20190804,English Second
05/08/2019,2019,Huddersfield,Derby,1,2,A,1,2,A,G Eltringham,14,11,2,3,18,14,8,0,0,0,0,0,20190805,English Second
10/08/2019,2019,Leeds,Nott'm Forest,1,1,D,0,0,D,R Jones,14,6,4,1,12,12,10,3,2,2,0,0,20190810,English Second
10/08/2019,2019,Birmingham,Bristol City,1,1,D,0,0,D,O Langford,12,8,3,5,6,11,5,8,2,3,0,0,20190810,English Second
10/08/2019,2019,Cardiff,Luton,2,1,H,0,0,D,D Bond,16,8,4,2,13,11,3,3,2,2,0,0,20190810,English Second
10/08/2019,2019,Charlton,Stoke,3,1,H,1,1,D,S Hooper,5,12,3,3,10,11,1,4,0,0,0,0,20190810,English Second
10/08/2019,2019,Derby,Swansea,0,0,D,0,0,D,J Gillett,17,13,3,3,8,14,8,3,2,1,0,0,20190810,English Second
10/08/2019,2019,Fulham,Blackburn,2,0,H,1,0,H,K Stroud,12,9,2,0,9,15,5,5,0,2,0,0,20190810,English Second
10/08/2019,2019,Hull,Reading,2,1,H,2,0,H,M Donohue,14,13,5,4,23,12,5,7,2,2,0,0,20190810,English Second
10/08/2019,2019,Middlesbrough,Brentford,0,1,A,0,0,D,S Martin,14,9,5,2,10,17,7,3,0,1,0,0,20190810,English Second
10/08/2019,2019,Preston,Wigan,3,0,H,2,0,H,J Simpson,16,11,5,6,13,18,8,7,1,2,0,0,20190810,English Second
10/08/2019,2019,QPR,Huddersfield,1,1,D,0,0,D,D Whitestone,17,6,5,4,14,20,7,0,2,5,0,0,20190810,English Second
10/08/2019,2019,Sheffield Weds,Barnsley,2,0,H,1,0,H,T Harrington,16,11,7,3,10,22,6,4,1,1,0,0,20190810,English Second
10/08/2019,2019,West Brom,Millwall,1,1,D,0,0,D,D Webb,10,9,4,2,17,15,8,1,1,2,0,0,20190810,English Second
16/08/2019,2019,Huddersfield,Fulham,1,2,A,0,0,D,J Linington,6,17,1,8,13,14,5,5,2,2,0,0,20190816,English Second
17/08/2019,2019,Barnsley,Charlton,2,2,D,1,1,D,M Donohue,13,12,3,5,15,21,4,2,4,3,0,0,20190817,English Second
17/08/2019,2019,Blackburn,Middlesbrough,1,0,H,1,0,H,J Gillett,14,9,3,2,16,11,9,2,5,3,0,0,20190817,English Second
17/08/2019,2019,Brentford,Hull,1,1,D,0,0,D,D England,15,20,4,4,18,11,5,4,1,1,0,0,20190817,English Second
17/08/2019,2019,Bristol City,QPR,2,0,H,1,0,H,R Jones,9,15,3,2,11,11,3,6,2,2,0,0,20190817,English Second
17/08/2019,2019,Luton,West Brom,1,2,A,1,0,H,A Woolmer,8,24,4,3,10,6,4,8,2,0,0,0,20190817,English Second
17/08/2019,2019,Millwall,Sheffield Weds,1,0,H,1,0,H,G Ward,3,21,2,9,6,16,6,4,1,1,1,0,20190817,English Second
17/08/2019,2019,Nott'm Forest,Birmingham,3,0,H,2,0,H,T Harrington,14,9,5,2,8,10,3,6,0,2,0,0,20190817,English Second
17/08/2019,2019,Stoke,Derby,2,2,D,1,1,D,T Robinson,19,8,5,6,13,17,10,5,3,3,0,0,20190817,English Second
17/08/2019,2019,Swansea,Preston,3,2,H,1,1,D,D Whitestone,13,17,4,5,12,10,4,9,0,1,0,0,20190817,English Second
17/08/2019,2019,Wigan,Leeds,0,2,A,0,1,A,A Madley,6,20,2,6,17,19,6,6,3,2,1,0,20190817,English Second
18/08/2019,2019,Reading,Cardiff,3,0,H,2,0,H,A Davies,14,14,6,7,6,13,4,2,1,2,0,0,20190818,English Second
20/08/2019,2019,Birmingham,Barnsley,2,0,H,0,0,D,G Eltringham,14,6,6,1,13,11,4,7,1,1,0,0,20190820,English Second
20/08/2019,2019,Derby,Bristol City,1,2,A,0,2,A,S Martin,18,8,4,3,12,8,9,0,2,1,0,0,20190820,English Second
20/08/2019,2019,Hull,Blackburn,0,1,A,0,0,D,J Simpson,12,13,1,5,19,5,1,8,4,1,0,0,20190820,English Second
20/08/2019,2019,Middlesbrough,Wigan,1,0,H,1,0,H,K Stroud,13,11,3,1,17,11,3,5,2,2,0,0,20190820,English Second
20/08/2019,2019,Sheffield Weds,Luton,1,0,H,0,0,D,D Webb,9,10,3,2,21,3,3,8,2,1,0,0,20190820,English Second
21/08/2019,2019,Cardiff,Huddersfield,2,1,H,1,0,H,J Gillett,24,8,6,3,15,12,8,2,1,1,0,0,20190821,English Second
21/08/2019,2019,Charlton,Nott'm Forest,1,1,D,1,0,H,O Langford,8,14,3,3,9,19,7,1,3,3,0,0,20190821,English Second
21/08/2019,2019,Fulham,Millwall,4,0,H,2,0,H,D Bond,11,7,7,1,11,11,8,1,2,1,0,0,20190821,English Second
21/08/2019,2019,Leeds,Brentford,1,0,H,0,0,D,A Davies,11,5,4,1,8,13,8,4,2,1,0,0,20190821,English Second
21/08/2019,2019,Preston,Stoke,3,1,H,2,0,H,J Brooks,8,8,5,2,16,6,0,4,2,2,0,0,20190821,English Second
21/08/2019,2019,QPR,Swansea,1,3,A,0,1,A,P Tierney,22,10,3,5,10,13,7,2,2,3,0,0,20190821,English Second
21/08/2019,2019,West Brom,Reading,1,1,D,0,0,D,P Bankes,20,10,4,5,9,11,11,5,2,2,0,0,20190821,English Second
24/08/2019,2019,Derby,West Brom,1,1,D,1,0,H,G Ward,11,13,4,4,12,18,6,6,1,1,0,0,20190824,English Second
24/08/2019,2019,Barnsley,Luton,1,3,A,0,3,A,S Martin,17,16,5,7,17,12,8,8,3,1,0,0,20190824,English Second
24/08/2019,2019,Blackburn,Cardiff,0,0,D,0,0,D,D Coote,9,13,2,3,9,14,9,4,1,3,0,0,20190824,English Second
24/08/2019,2019,Charlton,Brentford,1,0,H,1,0,H,T Robinson,3,22,1,4,12,10,2,14,1,3,0,0,20190824,English Second
24/08/2019,2019,Fulham,Nott'm Forest,1,2,A,0,1,A,P Bankes,20,11,6,3,8,11,13,1,2,4,0,0,20190824,English Second
24/08/2019,2019,Huddersfield,Reading,0,2,A,0,0,D,T Harrington,10,11,2,4,8,18,8,3,1,1,0,0,20190824,English Second
24/08/2019,2019,Hull,Bristol City,1,3,A,1,1,D,D Whitestone,16,10,6,4,11,13,9,6,0,3,0,0,20190824,English Second
24/08/2019,2019,Middlesbrough,Millwall,1,1,D,0,0,D,J Brooks,11,12,2,4,13,10,6,7,0,2,0,0,20190824,English Second
24/08/2019,2019,Preston,Sheffield Weds,2,1,H,1,0,H,R Jones,8,11,4,3,10,16,9,7,0,3,0,0,20190824,English Second
24/08/2019,2019,QPR,Wigan,3,1,H,0,1,A,M Donohue,20,9,5,3,13,16,3,5,2,4,0,0,20190824,English Second
24/08/2019,2019,Stoke,Leeds,0,3,A,0,1,A,D England,7,21,2,10,9,11,4,4,0,2,0,0,20190824,English Second
25/08/2019,2019,Swansea,Birmingham,3,0,H,0,0,D,A Woolmer,12,4,6,0,8,13,5,1,1,5,0,0,20190825,English Second
30/08/2019,2019,Cardiff,Fulham,1,1,D,1,1,D,T Robinson,9,11,2,4,16,8,4,3,1,3,0,1,20190830,English Second
31/08/2019,2019,Bristol City,Middlesbrough,2,2,D,1,0,H,L Mason,18,22,5,6,13,11,6,10,1,1,0,0,20190831,English Second
31/08/2019,2019,Birmingham,Stoke,2,1,H,0,0,D,J Linington,12,7,4,3,24,12,1,3,2,1,0,0,20190831,English Second
31/08/2019,2019,Brentford,Derby,3,0,H,3,0,H,D Webb,22,5,8,0,12,13,6,3,0,2,0,0,20190831,English Second
31/08/2019,2019,Leeds,Swansea,0,1,A,0,0,D,D Bond,21,7,3,2,15,10,6,5,2,2,0,0,20190831,English Second
31/08/2019,2019,Luton,Huddersfield,2,1,H,0,0,D,A Davies,13,13,4,3,18,14,6,9,2,2,0,0,20190831,English Second
31/08/2019,2019,Millwall,Hull,1,1,D,1,1,D,O Langford,13,7,5,3,10,14,11,5,2,4,0,1,20190831,English Second
31/08/2019,2019,Nott'm Forest,Preston,1,1,D,0,1,A,G Eltringham,10,12,2,5,11,7,5,0,4,1,0,0,20190831,English Second
31/08/2019,2019,Reading,Charlton,0,2,A,0,0,D,J Gillett,19,14,3,5,14,14,8,4,1,3,0,0,20190831,English Second
31/08/2019,2019,Sheffield Weds,QPR,1,2,A,1,0,H,J Brooks,7,11,2,5,22,13,1,6,4,3,0,0,20190831,English Second
31/08/2019,2019,West Brom,Blackburn,3,2,H,3,2,H,T Harrington,21,7,8,4,15,16,7,3,2,2,0,0,20190831,English Second
31/08/2019,2019,Wigan,Barnsley,0,0,D,0,0,D,A Woolmer,12,13,4,3,12,18,6,7,1,4,0,1,20190831,English Second
13/09/2019,2019,Derby,Cardiff,1,1,D,1,1,D,D England,13,13,5,4,13,10,6,4,2,2,0,0,20190913,English Second
14/09/2019,2019,Fulham,West Brom,1,1,D,0,0,D,D Webb,17,9,6,3,13,10,13,3,2,1,0,0,20190914,English Second
14/09/2019,2019,Blackburn,Millwall,2,0,H,1,0,H,D Whitestone,14,14,8,3,10,6,2,6,0,1,0,0,20190914,English Second
14/09/2019,2019,Charlton,Birmingham,0,1,A,0,0,D,M Donohue,12,11,3,6,7,18,2,4,1,3,0,0,20190914,English Second
14/09/2019,2019,Hull,Wigan,2,2,D,2,1,H,G Ward,16,10,3,3,15,16,7,5,2,6,0,0,20190914,English Second
14/09/2019,2019,Middlesbrough,Reading,1,0,H,0,0,D,R Jones,10,18,2,7,12,17,5,10,0,3,0,0,20190914,English Second
14/09/2019,2019,Preston,Brentford,2,0,H,1,0,H,D Coote,4,8,2,2,12,16,5,11,2,1,0,0,20190914,English Second
14/09/2019,2019,QPR,Luton,3,2,H,3,1,H,J Simpson,18,14,3,3,15,15,4,5,2,1,0,0,20190914,English Second
14/09/2019,2019,Stoke,Bristol City,1,2,A,1,0,H,G Eltringham,12,12,4,3,13,12,6,7,2,3,1,0,20190914,English Second
14/09/2019,2019,Swansea,Nott'm Forest,0,1,A,0,0,D,J Linington,9,14,1,2,7,17,5,4,2,1,0,0,20190914,English Second
15/09/2019,2019,Huddersfield,Sheffield Weds,0,2,A,0,1,A,S Hooper,9,13,6,4,8,14,3,3,2,3,0,0,20190915,English Second
15/09/2019,2019,Barnsley,Leeds,0,2,A,0,0,D,K Stroud,17,21,6,7,11,11,5,9,1,0,0,0,20190915,English Second
21/09/2019,2019,Leeds,Derby,1,1,D,1,0,H,O Langford,13,4,5,1,8,12,8,3,0,4,0,0,20190921,English Second
21/09/2019,2019,Birmingham,Preston,0,1,A,0,1,A,S Martin,7,4,2,3,12,12,7,0,0,0,0,0,20190921,English Second
21/09/2019,2019,Brentford,Stoke,0,0,D,0,0,D,A Woolmer,12,11,2,4,13,6,4,5,1,2,0,0,20190921,English Second
21/09/2019,2019,Bristol City,Swansea,0,0,D,0,0,D,T Harrington,11,15,2,2,8,10,2,7,1,1,0,1,20190921,English Second
21/09/2019,2019,Cardiff,Middlesbrough,1,0,H,1,0,H,D Bond,9,11,1,0,10,12,3,8,1,2,0,0,20190921,English Second
21/09/2019,2019,Luton,Hull,0,3,A,0,0,D,A Madley,6,14,2,4,7,17,5,4,0,2,0,0,20190921,English Second
21/09/2019,2019,Millwall,QPR,1,2,A,0,0,D,P Bankes,13,14,5,3,8,8,6,3,2,3,0,0,20190921,English Second
21/09/2019,2019,Nott'm Forest,Barnsley,1,0,H,0,0,D,J Gillett,11,13,1,5,6,10,8,10,2,3,0,0,20190921,English Second
21/09/2019,2019,Reading,Blackburn,1,2,A,0,1,A,M Donohue,16,9,3,5,14,14,3,3,2,2,0,0,20190921,English Second
21/09/2019,2019,Sheffield Weds,Fulham,1,1,D,0,1,A,G Eltringham,12,9,5,2,15,11,2,5,2,1,0,0,20190921,English Second
21/09/2019,2019,Wigan,Charlton,2,0,H,1,0,H,A Davies,17,13,4,3,16,13,9,5,1,1,0,0,20190921,English Second
22/09/2019,2019,West Brom,Huddersfield,4,2,H,1,2,A,T Robinson,17,5,7,2,13,9,8,2,0,0,0,0,20190922,English Second
27/09/2019,2019,Fulham,Wigan,2,0,H,0,0,D,D Whitestone,21,5,6,0,14,16,7,4,2,3,0,0,20190927,English Second
27/09/2019,2019,Stoke,Nott'm Forest,2,3,A,1,1,D,A Madley,23,6,8,4,9,16,9,3,0,4,0,0,20190927,English Second
28/09/2019,2019,QPR,West Brom,0,2,A,0,0,D,G Eltringham,5,15,0,7,21,10,4,6,1,2,1,0,20190928,English Second
28/09/2019,2019,Blackburn,Luton,1,2,A,1,1,D,G Ward,16,8,2,5,11,8,8,1,1,2,0,0,20190928,English Second
28/09/2019,2019,Charlton,Leeds,1,0,H,1,0,H,J Brooks,3,19,3,4,9,15,2,13,3,1,0,0,20190928,English Second
28/09/2019,2019,Derby,Birmingham,3,2,H,1,0,H,S Hooper,7,17,4,6,9,18,2,9,3,1,0,0,20190928,English Second
28/09/2019,2019,Huddersfield,Millwall,1,1,D,1,1,D,J Simpson,15,15,6,4,12,12,7,6,1,0,0,1,20190928,English Second
28/09/2019,2019,Hull,Cardiff,2,2,D,1,0,H,J Gillett,12,8,3,3,11,11,5,8,2,0,0,0,20190928,English Second
28/09/2019,2019,Middlesbrough,Sheffield Weds,1,4,A,1,4,A,J Linington,9,12,2,6,10,19,5,6,0,3,0,0,20190928,English Second
28/09/2019,2019,Preston,Bristol City,3,3,D,1,2,A,A Davies,9,15,3,7,11,12,3,5,1,1,0,0,20190928,English Second
28/09/2019,2019,Swansea,Reading,1,1,D,1,0,H,K Stroud,17,12,4,5,8,14,3,6,0,3,0,0,20190928,English Second
29/09/2019,2019,Barnsley,Brentford,1,3,A,1,1,D,D Webb,10,13,3,5,11,8,8,3,0,0,0,0,20190929,English Second
01/10/2019,2019,Blackburn,Nott'm Forest,1,1,D,0,0,D,S Martin,21,10,6,4,9,10,11,3,2,1,0,0,20191001,English Second
01/10/2019,2019,Hull,Sheffield Weds,1,0,H,0,0,D,A Davies,8,12,2,3,11,10,8,3,1,3,0,0,20191001,English Second
01/10/2019,2019,Leeds,West Brom,1,0,H,1,0,H,D Coote,19,10,9,4,6,12,7,6,1,5,0,0,20191001,English Second
01/10/2019,2019,Middlesbrough,Preston,1,1,D,1,1,D,D England,14,9,3,1,16,17,2,3,2,2,0,0,20191001,English Second
01/10/2019,2019,Wigan,Birmingham,1,0,H,0,0,D,T Robinson,12,12,3,0,9,14,7,6,0,0,0,0,20191001,English Second
01/10/2019,2019,Reading,Fulham,1,4,A,0,3,A,A Woolmer,8,16,2,7,10,12,2,5,1,0,1,0,20191001,English Second
01/10/2019,2019,Stoke,Huddersfield,0,1,A,0,0,D,R Jones,18,4,0,1,12,12,9,1,1,2,0,0,20191001,English Second
02/10/2019,2019,Barnsley,Derby,2,2,D,1,2,A,T Harrington,12,12,7,6,22,14,8,2,2,0,0,0,20191002,English Second
02/10/2019,2019,Brentford,Bristol City,1,1,D,0,0,D,O Langford,18,8,6,3,6,8,13,3,1,1,0,0,20191002,English Second
02/10/2019,2019,Cardiff,QPR,3,0,H,2,0,H,M Donohue,10,14,4,4,18,12,3,5,2,1,0,0,20191002,English Second
02/10/2019,2019,Charlton,Swansea,1,2,A,1,1,D,P Bankes,8,13,3,4,14,14,3,3,4,1,0,0,20191002,English Second
02/10/2019,2019,Luton,Millwall,1,1,D,0,0,D,D Bond,13,13,4,4,7,18,5,4,0,2,0,0,20191002,English Second
04/10/2019,2019,Birmingham,Middlesbrough,2,1,H,1,0,H,J Simpson,26,5,8,3,18,11,11,3,2,3,0,0,20191004,English Second
05/10/2019,2019,Fulham,Charlton,2,2,D,0,1,A,K Stroud,20,14,7,5,12,14,8,6,2,1,0,0,20191005,English Second
05/10/2019,2019,Bristol City,Reading,1,0,H,1,0,H,S Martin,15,16,3,3,14,9,3,5,1,2,0,0,20191005,English Second
05/10/2019,2019,Derby,Luton,2,0,H,1,0,H,G Eltringham,10,7,2,1,10,10,1,5,1,0,0,0,20191005,English Second
05/10/2019,2019,Huddersfield,Hull,3,0,H,0,0,D,D Webb,8,14,5,4,13,11,5,4,3,1,0,0,20191005,English Second
05/10/2019,2019,Millwall,Leeds,2,1,H,2,0,H,J Linington,12,5,7,1,14,14,6,1,4,1,0,1,20191005,English Second
05/10/2019,2019,Nott'm Forest,Brentford,1,0,H,0,0,D,D Whitestone,13,11,4,3,7,9,9,5,0,1,0,0,20191005,English Second
05/10/2019,2019,Preston,Barnsley,5,1,H,1,1,D,G Ward,20,6,10,1,10,9,5,2,1,3,0,0,20191005,English Second
05/10/2019,2019,QPR,Blackburn,4,2,H,1,0,H,S Hooper,10,8,5,2,14,7,4,4,4,4,0,0,20191005,English Second
05/10/2019,2019,Sheffield Weds,Wigan,1,0,H,0,0,D,L Mason,8,5,2,3,15,9,3,2,1,1,0,0,20191005,English Second
05/10/2019,2019,Swansea,Stoke,1,2,A,1,1,D,O Langford,22,18,6,9,11,17,7,1,2,1,0,0,20191005,English Second
05/10/2019,2019,West Brom,Cardiff,4,2,H,2,0,H,J Brooks,15,18,8,8,6,13,6,10,1,1,0,0,20191005,English Second
18/10/2019,2019,Cardiff,Sheffield Weds,1,1,D,0,1,A,K Stroud,14,12,4,5,11,22,4,4,0,3,0,0,20191018,English Second
19/10/2019,2019,Blackburn,Huddersfield,2,2,D,2,1,H,D Bond,13,12,3,2,18,19,5,6,1,3,0,0,20191019,English Second
19/10/2019,2019,Barnsley,Swansea,1,1,D,0,0,D,A Woolmer,19,12,5,8,8,5,2,5,1,1,0,0,20191019,English Second
19/10/2019,2019,Brentford,Millwall,3,2,H,0,1,A,S Attwell,23,8,10,4,13,13,8,4,3,6,0,0,20191019,English Second
19/10/2019,2019,Charlton,Derby,3,0,H,1,0,H,S Martin,10,4,7,2,16,13,7,5,1,2,0,0,20191019,English Second
19/10/2019,2019,Hull,QPR,2,3,A,1,1,D,T Harrington,11,15,3,8,14,10,4,8,1,0,0,0,20191019,English Second
19/10/2019,2019,Leeds,Birmingham,1,0,H,0,0,D,R Jones,15,16,5,4,13,18,9,2,2,2,0,0,20191019,English Second
19/10/2019,2019,Luton,Bristol City,3,0,H,0,0,D,G Scott,12,10,5,2,10,11,8,7,2,2,0,0,20191019,English Second
19/10/2019,2019,Middlesbrough,West Brom,0,1,A,0,0,D,O Langford,17,19,7,4,10,14,6,7,2,4,0,0,20191019,English Second
19/10/2019,2019,Reading,Preston,1,0,H,0,0,D,D Whitestone,12,12,6,4,9,14,9,6,2,2,0,0,20191019,English Second
19/10/2019,2019,Stoke,Fulham,2,0,H,1,0,H,A Davies,9,10,5,4,15,12,4,6,2,2,0,0,20191019,English Second
20/10/2019,2019,Wigan,Nott'm Forest,1,0,H,1,0,H,M Donohue,16,18,6,2,10,10,2,7,3,1,0,0,20191020,English Second
22/10/2019,2019,Birmingham,Blackburn,1,0,H,1,0,H,D England,12,13,6,1,12,6,7,6,2,1,0,0,20191022,English Second
22/10/2019,2019,Millwall,Cardiff,2,2,D,1,1,D,T Robinson,12,16,5,7,13,14,4,2,1,1,0,0,20191022,English Second
22/10/2019,2019,Preston,Leeds,1,1,D,0,0,D,K Friend,10,22,2,3,9,9,4,8,1,0,0,0,20191022,English Second
22/10/2019,2019,QPR,Reading,2,2,D,1,1,D,J Simpson,13,11,6,5,10,22,1,5,2,2,0,0,20191022,English Second
22/10/2019,2019,Sheffield Weds,Stoke,1,0,H,1,0,H,A Madley,11,12,4,1,17,12,5,3,2,1,0,0,20191022,English Second
22/10/2019,2019,Swansea,Brentford,0,3,A,0,2,A,G Ward,17,14,5,7,7,6,6,6,2,1,0,0,20191022,English Second
22/10/2019,2019,West Brom,Barnsley,2,2,D,0,2,A,D Bond,11,11,3,3,9,20,4,1,3,8,0,0,20191022,English Second
23/10/2019,2019,Bristol City,Charlton,2,1,H,0,0,D,J Linington,23,10,8,5,13,12,9,5,2,5,1,0,20191023,English Second
23/10/2019,2019,Derby,Wigan,1,0,H,0,0,D,K Stroud,11,16,4,3,8,16,7,8,2,2,0,0,20191023,English Second
23/10/2019,2019,Fulham,Luton,3,2,H,1,0,H,J Brooks,20,13,8,3,12,8,4,3,1,0,0,0,20191023,English Second
23/10/2019,2019,Huddersfield,Middlesbrough,0,0,D,0,0,D,T Harrington,10,13,2,2,12,14,4,3,1,3,0,0,20191023,English Second
23/10/2019,2019,Nott'm Forest,Hull,1,2,A,0,1,A,O Langford,16,18,2,6,8,9,11,1,3,2,0,1,20191023,English Second
26/10/2019,2019,Sheffield Weds,Leeds,0,0,D,0,0,D,T Robinson,11,9,4,3,16,9,5,4,2,0,0,0,20191026,English Second
26/10/2019,2019,Birmingham,Luton,2,1,H,1,0,H,D Whitestone,20,9,6,4,8,10,13,5,1,3,0,0,20191026,English Second
26/10/2019,2019,Huddersfield,Barnsley,2,1,H,1,0,H,J Linington,11,14,4,2,7,13,3,5,1,1,0,0,20191026,English Second
26/10/2019,2019,Hull,Derby,2,0,H,0,0,D,S Hooper,14,10,4,3,11,8,7,1,4,1,0,0,20191026,English Second
26/10/2019,2019,Middlesbrough,Fulham,0,0,D,0,0,D,P Bankes,14,7,1,1,16,9,5,2,3,2,0,1,20191026,English Second
26/10/2019,2019,Millwall,Stoke,2,0,H,1,0,H,D England,8,4,4,1,10,18,6,2,1,0,0,0,20191026,English Second
26/10/2019,2019,Preston,Blackburn,3,2,H,0,2,A,S Martin,12,8,8,1,8,17,6,5,0,2,0,0,20191026,English Second
26/10/2019,2019,West Brom,Charlton,2,2,D,1,0,H,M Donohue,13,13,5,5,12,9,4,4,2,3,1,0,20191026,English Second
27/10/2019,2019,Swansea,Cardiff,1,0,H,1,0,H,R Jones,19,8,5,3,12,15,9,3,0,1,0,0,20191027,English Second
27/10/2019,2019,Bristol City,Wigan,2,2,D,1,1,D,J Brooks,9,19,4,7,8,15,5,10,1,2,0,0,20191027,English Second
28/10/2019,2019,QPR,Brentford,1,3,A,0,1,A,A Woolmer,8,12,6,9,11,15,3,6,0,3,0,0,20191028,English Second
01/11/2019,2019,Barnsley,Bristol City,2,2,D,0,1,A,J Gillett,24,9,6,3,9,11,10,6,2,0,0,0,20191101,English Second
02/11/2019,2019,Wigan,Swansea,1,2,A,1,1,D,P Bankes,14,6,2,2,19,8,11,2,4,2,0,0,20191102,English Second
02/11/2019,2019,Blackburn,Sheffield Weds,2,1,H,0,0,D,A Woolmer,15,17,6,5,10,16,4,13,0,0,0,0,20191102,English Second
02/11/2019,2019,Brentford,Huddersfield,0,1,A,0,0,D,R Jones,10,4,3,2,12,15,1,4,1,5,0,0,20191102,English Second
02/11/2019,2019,Cardiff,Birmingham,4,2,H,2,1,H,A Madley,12,25,6,6,12,18,8,10,1,3,1,1,20191102,English Second
02/11/2019,2019,Derby,Middlesbrough,2,0,H,1,0,H,D Bond,23,10,10,1,10,13,6,2,0,1,0,1,20191102,English Second
02/11/2019,2019,Fulham,Hull,0,3,A,0,1,A,K Stroud,8,10,1,5,8,14,9,1,2,2,0,0,20191102,English Second
02/11/2019,2019,Leeds,QPR,2,0,H,1,0,H,G Eltringham,18,6,6,1,18,20,6,2,1,4,0,0,20191102,English Second
02/11/2019,2019,Luton,Nott'm Forest,1,2,A,0,1,A,G Ward,9,12,3,4,9,10,8,7,0,1,0,0,20191102,English Second
02/11/2019,2019,Reading,Millwall,2,1,H,2,0,H,T Harrington,12,14,6,2,11,13,3,6,1,0,0,0,20191102,English Second
03/11/2019,2019,Charlton,Preston,0,1,A,0,0,D,D Webb,8,16,1,5,16,11,3,9,3,5,0,0,20191103,English Second
04/11/2019,2019,Stoke,West Brom,0,2,A,0,1,A,T Robinson,8,9,3,3,18,18,4,3,2,1,0,0,20191104,English Second
09/11/2019,2019,Nott'm Forest,Derby,1,0,H,0,0,D,D England,19,11,4,7,14,18,7,8,3,3,0,0,20191109,English Second
09/11/2019,2019,Barnsley,Stoke,2,4,A,0,2,A,J Simpson,12,11,4,9,14,7,5,7,3,1,0,0,20191109,English Second
09/11/2019,2019,Birmingham,Fulham,0,1,A,0,0,D,J Gillett,16,10,4,3,12,8,5,7,3,2,0,0,20191109,English Second
09/11/2019,2019,Hull,West Brom,0,1,A,0,1,A,J Linington,10,9,3,2,11,10,2,4,3,3,0,0,20191109,English Second
09/11/2019,2019,Leeds,Blackburn,2,1,H,2,1,H,G Ward,15,4,4,1,9,12,4,5,1,2,0,0,20191109,English Second
09/11/2019,2019,Millwall,Charlton,2,1,H,1,0,H,R Jones,8,6,5,5,14,13,8,3,1,1,0,0,20191109,English Second
09/11/2019,2019,Preston,Huddersfield,3,1,H,2,0,H,G Eltringham,21,8,4,1,11,17,12,4,4,2,0,0,20191109,English Second
09/11/2019,2019,QPR,Middlesbrough,2,2,D,2,1,H,D Coote,14,9,7,4,20,9,8,6,4,2,0,0,20191109,English Second
09/11/2019,2019,Reading,Luton,3,0,H,2,0,H,A Woolmer,17,4,7,1,12,13,5,3,0,1,0,0,20191109,English Second
09/11/2019,2019,Sheffield Weds,Swansea,2,2,D,0,1,A,D Webb,20,13,7,6,10,9,7,4,1,0,0,0,20191109,English Second
09/11/2019,2019,Wigan,Brentford,0,3,A,0,1,A,A Davies,5,7,1,5,16,17,1,2,1,1,1,1,20191109,English Second
10/11/2019,2019,Cardiff,Bristol City,0,1,A,0,0,D,T Harrington,16,6,3,2,15,13,7,2,1,2,0,0,20191110,English Second
22/11/2019,2019,Fulham,QPR,2,1,H,1,1,D,J Linington,11,19,4,7,13,15,4,11,1,0,0,0,20191122,English Second
23/11/2019,2019,Charlton,Cardiff,2,2,D,2,0,H,D Bond,15,23,4,8,12,16,5,4,1,3,0,0,20191123,English Second
23/11/2019,2019,Blackburn,Barnsley,3,2,H,1,0,H,D Whitestone,9,16,5,5,8,14,2,3,1,1,0,0,20191123,English Second
23/11/2019,2019,Brentford,Reading,1,0,H,0,0,D,D Coote,11,6,4,1,13,15,8,7,3,3,0,0,20191123,English Second
23/11/2019,2019,Bristol City,Nott'm Forest,0,0,D,0,0,D,C Pawson,7,12,0,3,15,13,6,6,1,2,0,1,20191123,English Second
