Date,Season,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,HTH Goals,HTA Goals,HT Result,Referee,H Shots,A Shots,H SOT,A SOT,H Fouls,A Fouls,H Corners,A Corners,H Yellow,A Yellow,H Red,A Red,Display_Order,League
30/09/2023,2023,Cardiff,Rotherham,2,0,H,0,0,D,L Doughty,12,7,5,0,4,11,6,5,2,0,0,0,20230930,English Second
30/09/2023,2023,Huddersfield,Ipswich,1,1,D,0,0,D,G Eltringham,12,20,6,6,10,11,5,6,3,3,0,0,20230930,English Second
30/09/2023,2023,Hull,Plymouth,1,1,D,1,1,D,D Webb,21,11,5,5,9,10,12,4,2,2,0,0,20230930,English Second
30/09/2023,2023,Millwall,Swansea,0,3,A,0,1,A,J Busby,22,7,5,5,18,10,6,0,2,2,0,0,20230930,English Second
30/09/2023,2023,Norwich,Birmingham,2,0,H,0,0,D,G Ward,16,12,4,2,9,10,4,4,1,1,0,0,20230930,English Second
30/09/2023,2023,Preston,West Brom,0,4,A,0,2,A,J Smith,5,19,1,6,12,5,2,6,3,1,0,0,20230930,English Second
30/09/2023,2023,QPR,Coventry,1,3,A,0,0,D,T Nield,12,15,3,6,11,14,4,5,4,2,0,0,20230930,English Second
30/09/2023,2023,Watford,Middlesbrough,2,3,A,1,2,A,O Langford,17,9,4,3,10,15,9,3,2,0,0,0,20230930,English Second
01/10/2023,2023,Blackburn,Leicester,1,4,A,1,2,A,J Linington,15,11,4,4,8,14,5,6,2,3,0,0,20231001,English Second
03/10/2023,2023,Birmingham,Huddersfield,4,1,H,2,0,H,S Allison,12,17,6,6,14,13,3,5,3,1,0,0,20231003,English Second
03/10/2023,2023,Ipswich,Hull,3,0,H,2,0,H,M Donohue,14,13,6,6,16,11,6,5,0,0,0,0,20231003,English Second
03/10/2023,2023,Middlesbrough,Cardiff,2,0,H,0,0,D,A Madley,11,6,6,3,10,10,8,2,1,3,0,0,20231003,English Second
03/10/2023,2023,Plymouth,Millwall,0,2,A,0,0,D,O Langford,22,9,6,3,5,14,8,1,2,6,0,0,20231003,English Second
03/10/2023,2023,Stoke,Southampton,0,1,A,0,1,A,J Bell,15,9,2,4,17,2,8,6,4,1,0,0,20231003,English Second
03/10/2023,2023,West Brom,Sheffield Weds,1,0,H,1,0,H,J Busby,17,4,3,2,2,12,10,4,0,1,0,0,20231003,English Second
04/10/2023,2023,Coventry,Blackburn,1,0,H,0,0,D,J Simpson,14,14,3,4,18,13,7,8,2,1,0,0,20231004,English Second
04/10/2023,2023,Leeds,QPR,1,0,H,1,0,H,D Webb,16,5,3,2,9,12,8,0,0,2,0,1,20231004,English Second
04/10/2023,2023,Leicester,Preston,3,0,H,0,0,D,T Bramall,9,6,4,1,3,8,4,4,0,2,0,0,20231004,English Second
04/10/2023,2023,Sunderland,Watford,2,0,H,1,0,H,A Davies,9,11,4,4,9,19,5,2,1,5,0,1,20231004,English Second
04/10/2023,2023,Swansea,Norwich,2,1,H,1,1,D,T Nield,23,14,7,5,12,12,8,7,4,2,0,0,20231004,English Second
04/10/2023,2023,Rotherham,Bristol City,1,2,A,0,0,D,D Whitestone,8,9,1,5,3,7,4,4,1,1,0,0,20231004,English Second
06/10/2023,2023,Birmingham,West Brom,3,1,H,2,1,H,J Linington,11,10,3,3,16,6,6,8,2,1,0,0,20231006,English Second
07/10/2023,2023,Sunderland,Middlesbrough,0,4,A,0,0,D,J Gillett,9,19,3,7,14,13,4,8,3,2,1,0,20231007,English Second
07/10/2023,2023,Cardiff,Watford,1,1,D,1,0,H,G Ward,8,8,2,1,9,10,2,1,0,2,0,0,20231007,English Second
07/10/2023,2023,Coventry,Norwich,1,1,D,0,1,A,D Whitestone,21,6,3,2,11,13,8,0,1,1,0,0,20231007,English Second
07/10/2023,2023,Ipswich,Preston,4,2,H,3,1,H,D Webb,16,8,10,2,10,11,7,0,0,3,0,0,20231007,English Second
07/10/2023,2023,Leeds,Bristol City,2,1,H,1,1,D,K Stroud,21,9,8,2,10,8,8,6,1,2,0,0,20231007,English Second
07/10/2023,2023,Leicester,Stoke,2,0,H,1,0,H,G Eltringham,14,3,7,1,6,5,4,4,1,1,0,0,20231007,English Second
07/10/2023,2023,Millwall,Hull,2,2,D,1,2,A,T Robinson,13,8,4,3,18,7,5,1,4,2,0,0,20231007,English Second
07/10/2023,2023,Plymouth,Swansea,1,3,A,1,0,H,L Smith,16,14,7,6,11,5,12,7,2,0,0,0,20231007,English Second
07/10/2023,2023,QPR,Blackburn,0,4,A,0,2,A,J Smith,21,17,6,7,13,10,10,7,2,2,0,0,20231007,English Second
07/10/2023,2023,Sheffield Weds,Huddersfield,0,0,D,0,0,D,M Donohue,6,7,1,0,16,13,5,4,1,1,0,0,20231007,English Second
07/10/2023,2023,Southampton,Rotherham,1,1,D,1,0,H,J Busby,22,4,10,2,8,13,12,4,2,6,0,0,20231007,English Second
21/10/2023,2023,Preston,Millwall,1,1,D,1,1,D,M Donohue,7,7,2,4,13,15,5,2,4,1,0,0,20231021,English Second
21/10/2023,2023,Blackburn,Cardiff,1,0,H,0,0,D,R Madley,9,11,1,2,8,8,4,6,2,1,0,0,20231021,English Second
21/10/2023,2023,Bristol City,Coventry,1,0,H,1,0,H,D Webb,6,12,3,1,15,11,2,15,2,3,0,0,20231021,English Second
21/10/2023,2023,Huddersfield,QPR,2,1,H,2,1,H,G Ward,6,14,4,2,9,12,2,9,2,2,0,0,20231021,English Second
21/10/2023,2023,Hull,Southampton,1,2,A,1,1,D,G Eltringham,13,18,3,5,13,14,7,9,4,3,0,0,20231021,English Second
21/10/2023,2023,Middlesbrough,Birmingham,1,0,H,0,0,D,R Welch,17,5,10,3,9,17,12,0,3,3,0,0,20231021,English Second
21/10/2023,2023,Norwich,Leeds,2,3,A,2,0,H,J Busby,14,19,4,8,11,13,7,7,2,3,0,0,20231021,English Second
21/10/2023,2023,Stoke,Sunderland,2,1,H,1,1,D,G Scott,11,18,4,7,17,9,6,2,5,4,0,0,20231021,English Second
21/10/2023,2023,Swansea,Leicester,1,3,A,1,1,D,A Backhouse,11,18,4,7,10,5,3,3,2,3,0,0,20231021,English Second
21/10/2023,2023,Watford,Sheffield Weds,1,0,H,0,0,D,D Whitestone,12,10,3,2,15,6,4,5,2,1,0,0,20231021,English Second
21/10/2023,2023,West Brom,Plymouth,0,0,D,0,0,D,S Martin,14,5,2,2,4,14,10,5,2,7,0,0,20231021,English Second
24/10/2023,2023,Huddersfield,Cardiff,0,4,A,0,3,A,A Backhouse,19,15,6,7,7,19,9,6,1,3,0,0,20231024,English Second
24/10/2023,2023,Millwall,Blackburn,1,2,A,1,1,D,A Davies,16,9,3,6,6,6,11,3,0,1,0,0,20231024,English Second
24/10/2023,2023,Norwich,Middlesbrough,1,2,A,0,0,D,S Hooper,13,19,2,8,13,10,4,7,2,2,0,0,20231024,English Second
24/10/2023,2023,Swansea,Watford,0,1,A,0,0,D,A Kitchen,9,12,3,5,7,14,6,4,0,3,0,0,20231024,English Second
24/10/2023,2023,Leicester,Sunderland,1,0,H,1,0,H,K Stroud,8,13,5,3,13,10,5,5,4,3,0,0,20231024,English Second
24/10/2023,2023,West Brom,QPR,2,0,H,0,0,D,J Bell,16,1,4,0,8,12,6,2,1,3,0,1,20231024,English Second
25/10/2023,2023,Birmingham,Hull,0,2,A,0,1,A,J Busby,14,17,4,8,18,8,6,5,2,1,0,0,20231025,English Second
25/10/2023,2023,Bristol City,Ipswich,0,1,A,0,1,A,J Smith,11,19,4,6,11,15,5,2,0,4,0,0,20231025,English Second
25/10/2023,2023,Plymouth,Sheffield Weds,3,0,H,2,0,H,J Linington,13,13,6,2,10,8,1,7,2,1,0,0,20231025,English Second
25/10/2023,2023,Preston,Southampton,2,2,D,0,1,A,J Simpson,12,13,5,5,16,13,7,2,3,2,0,0,20231025,English Second
25/10/2023,2023,Rotherham,Coventry,2,0,H,0,0,D,L Smith,20,23,7,7,4,6,6,16,2,1,0,0,20231025,English Second
25/10/2023,2023,Stoke,Leeds,1,0,H,0,0,D,P Tierney,12,16,4,3,16,11,5,3,1,3,0,0,20231025,English Second
28/10/2023,2023,Leeds,Huddersfield,4,1,H,4,0,H,J Bell,20,5,5,2,7,11,4,2,0,4,0,0,20231028,English Second
28/10/2023,2023,Southampton,Birmingham,3,1,H,2,0,H,D Webb,11,10,5,2,8,12,4,4,0,4,0,0,20231028,English Second
28/10/2023,2023,Blackburn,Swansea,0,1,A,0,1,A,S Martin,20,16,6,4,15,7,6,5,5,3,0,0,20231028,English Second
28/10/2023,2023,Cardiff,Bristol City,2,0,H,1,0,H,D England,9,8,7,1,9,9,4,3,1,2,0,0,20231028,English Second
28/10/2023,2023,Hull,Preston,1,0,H,0,0,D,K Stroud,19,11,6,4,13,13,7,2,3,3,0,0,20231028,English Second
28/10/2023,2023,Ipswich,Plymouth,3,2,H,1,1,D,G Ward,15,10,4,6,11,7,11,3,4,2,0,0,20231028,English Second
28/10/2023,2023,Middlesbrough,Stoke,0,2,A,0,2,A,A Kitchen,9,13,3,6,12,16,8,4,2,2,0,0,20231028,English Second
28/10/2023,2023,QPR,Leicester,1,2,A,1,1,D,L Doughty,9,16,3,5,13,7,1,8,1,2,1,0,20231028,English Second
28/10/2023,2023,Sunderland,Norwich,3,1,H,2,1,H,A Backhouse,17,9,8,2,12,17,7,1,4,4,0,0,20231028,English Second
28/10/2023,2023,Watford,Millwall,2,2,D,1,1,D,K Stroud,19,11,6,4,13,13,7,2,3,3,0,0,20231028,English Second
29/10/2023,2023,Sheffield Weds,Rotherham,2,0,H,2,0,H,A Davies,14,6,5,0,9,16,4,3,2,3,0,0,20231029,English Second
30/10/2023,2023,Coventry,West Brom,0,2,A,0,1,A,P Bankes,15,7,3,3,9,7,5,5,2,6,0,0,20231030,English Second
03/11/2023,2023,Leicester,Leeds,0,1,A,0,0,D,D Whitestone,10,11,1,6,6,8,7,6,1,2,0,0,20231103,English Second
04/11/2023,2023,Birmingham,Ipswich,2,2,D,1,0,H,L Doughty,13,17,3,7,9,11,7,8,3,1,0,0,20231104,English Second
04/11/2023,2023,Bristol City,Sheffield Weds,1,0,H,0,0,D,L Smith,17,6,7,2,10,14,8,7,3,1,0,1,20231104,English Second
04/11/2023,2023,Huddersfield,Watford,0,0,D,0,0,D,S Gill,5,9,2,3,6,20,1,3,0,2,0,0,20231104,English Second
04/11/2023,2023,Millwall,Southampton,0,1,A,0,0,D,J Linington,7,16,1,8,10,10,5,12,2,2,0,0,20231104,English Second
04/11/2023,2023,Plymouth,Middlesbrough,3,3,D,2,1,H,D England,10,20,5,11,15,15,8,6,2,3,0,0,20231104,English Second
04/11/2023,2023,Preston,Coventry,3,2,H,2,1,H,A Taylor,16,18,7,8,14,15,6,8,2,2,0,0,20231104,English Second
04/11/2023,2023,Rotherham,QPR,1,1,D,0,0,D,S Barrott,8,11,3,4,10,14,6,6,2,1,0,0,20231104,English Second
04/11/2023,2023,Stoke,Cardiff,0,0,D,0,0,D,O Langford,7,11,1,3,16,6,1,7,1,0,0,0,20231104,English Second
04/11/2023,2023,Swansea,Sunderland,0,0,D,0,0,D,R Madley,3,25,2,3,13,12,2,8,2,3,1,0,20231104,English Second
04/11/2023,2023,West Brom,Hull,3,1,H,1,1,D,A Kitchen,10,9,5,4,10,12,1,2,1,1,0,0,20231104,English Second
05/11/2023,2023,Norwich,Blackburn,1,3,A,0,2,A,J Smith,21,10,8,4,11,4,8,2,3,2,0,1,20231105,English Second
07/11/2023,2023,Rotherham,Ipswich,2,2,D,1,1,D,G Scott,8,13,3,3,12,10,6,8,1,1,0,0,20231107,English Second
10/11/2023,2023,Blackburn,Preston,1,2,A,0,1,A,T Bramall,22,9,5,4,9,13,7,2,0,1,0,0,20231110,English Second
11/11/2023,2023,Sunderland,Birmingham,3,1,H,1,1,D,D Whitestone,22,16,6,7,5,13,10,5,2,2,0,0,20231111,English Second
11/11/2023,2023,Cardiff,Norwich,2,3,A,2,1,H,R Welch,13,20,6,8,10,6,2,9,2,2,0,0,20231111,English Second
11/11/2023,2023,Coventry,Stoke,0,0,D,0,0,D,A Backhouse,13,6,2,2,14,16,4,4,1,1,0,0,20231111,English Second
11/11/2023,2023,Hull,Huddersfield,1,0,H,0,0,D,M Donohue,20,2,5,1,10,10,9,1,2,3,0,0,20231111,English Second
11/11/2023,2023,Ipswich,Swansea,3,2,H,2,1,H,S Gill,22,7,9,4,15,9,6,2,2,1,0,1,20231111,English Second
11/11/2023,2023,Leeds,Plymouth,2,1,H,2,0,H,J Smith,14,9,6,3,10,10,7,6,1,4,0,0,20231111,English Second
11/11/2023,2023,Middlesbrough,Leicester,1,0,H,0,0,D,O Langford,9,12,6,4,18,15,3,4,4,3,0,0,20231111,English Second
11/11/2023,2023,QPR,Bristol City,0,0,D,0,0,D,G Eltringham,7,7,0,2,12,16,5,2,2,2,0,0,20231111,English Second
11/11/2023,2023,Sheffield Weds,Millwall,0,4,A,0,2,A,G Ward,12,13,2,6,13,8,8,4,2,2,0,0,20231111,English Second
11/11/2023,2023,Southampton,West Brom,2,1,H,1,0,H,T Nield,10,14,3,2,7,10,3,10,3,0,0,0,20231111,English Second
11/11/2023,2023,Watford,Rotherham,5,0,H,2,0,H,S Martin,14,9,8,2,12,11,7,2,2,1,0,0,20231111,English Second
24/11/2023,2023,Rotherham,Leeds,1,1,D,1,1,D,O Langford,6,18,3,5,11,4,4,3,0,0,0,0,20231124,English Second
25/11/2023,2023,Birmingham,Sheffield Weds,2,1,H,1,1,D,R Welch,13,16,4,4,11,11,6,6,1,0,0,0,20231125,English Second
25/11/2023,2023,Bristol City,Middlesbrough,3,2,H,2,0,H,J Busby,10,12,8,4,8,12,3,8,2,2,0,0,20231125,English Second
25/11/2023,2023,Huddersfield,Southampton,1,1,D,0,1,A,D Webb,10,16,2,4,5,11,2,7,4,1,0,0,20231125,English Second
25/11/2023,2023,Leicester,Watford,2,0,H,0,0,D,S Allison,23,9,8,1,5,14,6,2,2,5,0,1,20231125,English Second
25/11/2023,2023,Millwall,Coventry,0,3,A,0,1,A,D England,20,11,5,9,12,10,4,3,2,1,0,0,20231125,English Second
25/11/2023,2023,Norwich,QPR,1,0,H,1,0,H,S Martin,7,9,1,3,18,12,4,7,4,4,0,0,20231125,English Second
25/11/2023,2023,Plymouth,Sunderland,2,0,H,2,0,H,J Bell,10,24,2,5,12,5,4,14,4,1,0,0,20231125,English Second
25/11/2023,2023,Preston,Cardiff,1,2,A,0,0,D,R Madley,4,19,2,8,9,6,6,13,3,1,1,0,20231125,English Second
25/11/2023,2023,Stoke,Blackburn,0,3,A,0,1,A,A Kitchen,12,7,1,4,11,9,7,1,2,1,0,0,20231125,English Second
25/11/2023,2023,Swansea,Hull,2,2,D,2,0,H,D Whitestone,14,18,4,9,12,11,2,1,0,2,0,0,20231125,English Second
25/11/2023,2023,West Brom,Ipswich,2,0,H,1,0,H,G Ward,10,6,4,0,5,12,4,5,1,2,0,0,20231125,English Second
28/11/2023,2023,Cardiff,West Brom,0,1,A,0,0,D,J Smith,11,8,1,1,7,9,6,3,1,2,0,0,20231128,English Second
28/11/2023,2023,Coventry,Plymouth,1,0,H,0,0,D,A Davies,13,13,3,3,10,11,7,6,1,3,0,0,20231128,English Second
28/11/2023,2023,Hull,Rotherham,4,1,H,3,0,H,R Welch,22,9,12,3,5,8,8,4,1,2,0,0,20231128,English Second
28/11/2023,2023,Middlesbrough,Preston,4,0,H,3,0,H,A Kitchen,13,6,8,1,15,14,7,3,0,2,0,0,20231128,English Second
28/11/2023,2023,QPR,Stoke,4,2,H,1,1,D,J Linington,19,12,9,4,13,11,13,7,2,5,0,1,20231128,English Second
28/11/2023,2023,Watford,Norwich,3,2,H,2,2,D,S Hooper,21,12,9,5,14,12,7,5,1,4,0,0,20231128,English Second
29/11/2023,2023,Blackburn,Birmingham,4,2,H,0,0,D,L Doughty,11,26,6,6,12,6,8,9,4,2,0,0,20231129,English Second
29/11/2023,2023,Leeds,Swansea,3,1,H,2,1,H,S Allison,18,10,8,2,12,11,6,5,0,1,0,0,20231129,English Second
29/11/2023,2023,Sheffield Weds,Leicester,1,1,D,0,1,A,S Barrott,14,12,7,3,10,7,5,4,2,1,0,0,20231129,English Second
29/11/2023,2023,Southampton,Bristol City,1,0,H,0,0,D,K Stroud,14,8,5,1,11,14,6,3,3,1,0,0,20231129,English Second
29/11/2023,2023,Sunderland,Huddersfield,1,2,A,1,1,D,M Donohue,27,9,9,5,12,11,10,4,2,1,0,0,20231129,English Second
29/11/2023,2023,Ipswich,Millwall,3,1,H,3,0,H,T Bramall,19,5,7,3,9,13,4,2,2,3,0,0,20231129,English Second
01/12/2023,2023,Preston,QPR,0,2,A,0,0,D,J Smith,7,8,1,5,11,11,6,4,1,1,0,0,20231201,English Second
02/12/2023,2023,West Brom,Leicester,1,2,A,0,0,D,T Robinson,9,9,3,3,10,11,4,6,2,1,0,0,20231202,English Second
02/12/2023,2023,Birmingham,Rotherham,0,0,D,0,0,D,A Davies,12,12,4,4,11,17,4,6,1,3,0,0,20231202,English Second
02/12/2023,2023,Hull,Watford,1,2,A,1,1,D,J Busby,23,10,7,4,7,12,8,2,1,2,0,0,20231202,English Second
02/12/2023,2023,Ipswich,Coventry,2,1,H,2,0,H,A Kitchen,13,15,3,1,14,11,1,6,2,1,0,0,20231202,English Second
02/12/2023,2023,Leeds,Middlesbrough,3,2,H,3,2,H,D England,20,11,9,5,12,15,6,3,2,5,0,1,20231202,English Second
02/12/2023,2023,Millwall,Sunderland,1,1,D,1,0,H,J Linington,7,10,4,3,14,12,4,4,5,3,0,0,20231202,English Second
02/12/2023,2023,Plymouth,Stoke,2,1,H,1,1,D,S Barrott,16,9,8,4,3,15,7,8,1,2,0,0,20231202,English Second
02/12/2023,2023,Sheffield Weds,Blackburn,3,1,H,1,0,H,D Webb,13,18,8,5,12,6,3,7,2,1,0,0,20231202,English Second
02/12/2023,2023,Southampton,Cardiff,2,0,H,2,0,H,J Bell,18,10,6,3,6,9,7,3,1,1,0,0,20231202,English Second
02/12/2023,2023,Swansea,Huddersfield,1,1,D,0,1,A,S Martin,22,5,5,3,11,9,19,1,1,2,0,0,20231202,English Second
03/12/2023,2023,Bristol City,Norwich,1,2,A,1,0,H,G Ward,15,12,6,3,5,7,6,6,1,1,0,0,20231203,English Second
08/12/2023,2023,Coventry,Birmingham,2,0,H,1,0,H,S Allison,16,13,8,6,11,19,6,7,0,5,0,0,20231208,English Second
09/12/2023,2023,Blackburn,Leeds,0,2,A,0,1,A,R Madley,12,8,2,4,11,7,13,3,3,2,0,0,20231209,English Second
09/12/2023,2023,Sunderland,West Brom,2,1,H,0,0,D,D Bond,14,11,5,1,5,13,4,7,1,6,0,0,20231209,English Second
09/12/2023,2023,Cardiff,Millwall,1,0,H,0,0,D,A Kitchen,7,10,3,3,11,14,4,2,1,2,0,0,20231209,English Second
09/12/2023,2023,Huddersfield,Bristol City,1,1,D,1,0,H,A Davies,6,15,2,4,8,10,2,9,1,1,0,0,20231209,English Second
09/12/2023,2023,Leicester,Plymouth,4,0,H,1,0,H,S Gill,13,15,7,5,6,10,5,8,0,3,0,0,20231209,English Second
09/12/2023,2023,Middlesbrough,Ipswich,0,2,A,0,1,A,D Whitestone,7,9,1,3,15,14,5,3,1,3,0,0,20231209,English Second
09/12/2023,2023,Norwich,Preston,0,0,D,0,0,D,O Langford,18,6,4,1,8,10,10,1,0,2,0,0,20231209,English Second
09/12/2023,2023,QPR,Hull,2,0,H,1,0,H,J Bell,13,15,4,6,10,7,4,4,1,3,0,0,20231209,English Second
09/12/2023,2023,Rotherham,Swansea,1,2,A,0,1,A,J Smith,7,19,3,9,9,9,6,11,2,3,1,0,20231209,English Second
09/12/2023,2023,Stoke,Sheffield Weds,0,1,A,0,0,D,D Coote,13,6,4,2,7,11,4,5,3,4,0,0,20231209,English Second
09/12/2023,2023,Watford,Southampton,1,1,D,0,0,D,G Eltringham,11,6,4,3,10,16,7,3,3,4,0,0,20231209,English Second
12/12/2023,2023,Blackburn,Bristol City,2,1,H,1,0,H,J Linington,13,11,3,5,6,7,3,4,4,1,0,0,20231212,English Second
12/12/2023,2023,Huddersfield,Preston,1,3,A,0,2,A,J Busby,7,11,3,3,12,10,2,6,0,2,0,0,20231212,English Second
12/12/2023,2023,Rotherham,West Brom,0,2,A,0,0,D,S Barrott,4,6,2,2,11,10,1,2,0,1,0,0,20231212,English Second
12/12/2023,2023,Stoke,Swansea,1,1,D,0,0,D,D Webb,16,8,4,2,11,14,6,3,3,2,0,0,20231212,English Second
12/12/2023,2023,Watford,Ipswich,1,2,A,1,1,D,D England,12,10,3,6,12,16,6,4,2,4,0,0,20231212,English Second
12/12/2023,2023,Sunderland,Leeds,1,0,H,0,0,D,D Whitestone,11,12,3,4,12,8,6,3,1,3,0,0,20231212,English Second
13/12/2023,2023,Cardiff,Birmingham,0,1,A,0,1,A,S Martin,11,11,4,5,11,18,4,3,1,2,0,0,20231213,English Second
13/12/2023,2023,Coventry,Southampton,1,1,D,0,0,D,B Toner,11,12,4,3,9,12,3,9,0,3,0,0,20231213,English Second
13/12/2023,2023,Leicester,Millwall,3,2,H,0,1,A,K Stroud,15,11,6,6,5,16,9,3,2,4,0,0,20231213,English Second
13/12/2023,2023,Norwich,Sheffield Weds,3,1,H,1,1,D,M Donohue,12,21,5,4,6,10,3,7,1,1,0,0,20231213,English Second
13/12/2023,2023,QPR,Plymouth,0,0,D,0,0,D,T Harrington,29,12,10,2,14,8,6,1,2,3,0,1,20231213,English Second
13/12/2023,2023,Middlesbrough,Hull,1,2,A,1,0,H,O Langford,16,8,8,4,9,5,6,4,0,1,0,0,20231213,English Second
16/12/2023,2023,Ipswich,Norwich,2,2,D,1,1,D,J Smith,18,11,5,3,11,8,6,3,2,0,0,0,20231216,English Second
16/12/2023,2023,Bristol City,Sunderland,1,0,H,1,0,H,S Martin,6,18,3,9,12,8,5,11,3,3,0,0,20231216,English Second
16/12/2023,2023,Hull,Cardiff,3,0,H,1,0,H,K Stroud,15,8,7,1,14,12,9,2,1,3,0,0,20231216,English Second
16/12/2023,2023,Leeds,Coventry,1,1,D,0,0,D,G Eltringham,20,7,6,3,8,15,7,0,3,5,0,0,20231216,English Second
16/12/2023,2023,Millwall,Huddersfield,1,1,D,0,0,D,D Bond,12,10,7,2,16,8,0,6,0,2,0,0,20231216,English Second
16/12/2023,2023,Plymouth,Rotherham,3,2,H,1,1,D,G Ward,25,9,9,4,7,16,11,5,0,5,0,1,20231216,English Second
16/12/2023,2023,Preston,Watford,1,5,A,1,1,D,S Gill,20,15,10,7,14,9,10,5,3,1,0,0,20231216,English Second
16/12/2023,2023,Sheffield Weds,QPR,2,1,H,0,1,A,A Davies,8,5,3,2,12,13,8,3,5,4,0,0,20231216,English Second
16/12/2023,2023,Southampton,Blackburn,4,0,H,1,0,H,G Scott,22,4,11,4,9,11,15,1,3,2,0,1,20231216,English Second
16/12/2023,2023,Swansea,Middlesbrough,1,2,A,0,1,A,M Donohue,10,9,3,4,14,14,4,4,2,3,0,0,20231216,English Second
17/12/2023,2023,West Brom,Stoke,1,1,D,1,1,D,A Kitchen,16,9,7,1,9,14,11,11,3,1,0,0,20231217,English Second
18/12/2023,2023,Birmingham,Leicester,2,3,A,1,2,A,D Webb,8,14,5,5,12,17,3,2,0,1,0,0,20231218,English Second
22/12/2023,2023,Bristol City,Hull,3,2,H,1,2,A,B Toner,21,16,5,4,9,11,7,6,2,3,0,0,20231222,English Second
22/12/2023,2023,Swansea,Preston,2,1,H,0,0,D,R Madley,10,9,4,4,10,8,4,3,4,2,0,0,20231222,English Second
23/12/2023,2023,Leeds,Ipswich,4,0,H,3,0,H,S Martin,9,2,4,0,10,15,5,0,1,4,0,0,20231223,English Second
23/12/2023,2023,Blackburn,Watford,1,2,A,1,0,H,D Whitestone,11,18,5,6,12,8,7,5,2,3,0,0,20231223,English Second
23/12/2023,2023,Leicester,Rotherham,3,0,H,0,0,D,D Bond,24,2,11,0,5,4,10,0,1,1,0,0,20231223,English Second
23/12/2023,2023,Middlesbrough,West Brom,1,0,H,1,0,H,J Linington,13,9,4,2,13,11,2,10,1,2,0,0,20231223,English Second
23/12/2023,2023,Norwich,Huddersfield,2,0,H,0,0,D,T Kirk,21,5,8,1,9,10,12,2,1,1,0,0,20231223,English Second
23/12/2023,2023,Plymouth,Birmingham,3,3,D,1,2,A,G Scott,15,13,8,7,7,15,7,3,2,5,0,1,20231223,English Second
23/12/2023,2023,QPR,Southampton,0,1,A,0,1,A,O Langford,12,13,2,4,8,12,7,5,1,3,0,1,20231223,English Second
23/12/2023,2023,Sheffield Weds,Cardiff,1,2,A,1,0,H,S Barrott,18,7,5,3,10,12,10,3,3,2,0,0,20231223,English Second
23/12/2023,2023,Stoke,Millwall,0,0,D,0,0,D,G Eltringham,19,2,3,1,11,16,7,1,1,3,0,0,20231223,English Second
23/12/2023,2023,Sunderland,Coventry,0,3,A,0,1,A,M Donohue,21,10,6,5,11,11,7,7,3,2,0,0,20231223,English Second
26/12/2023,2023,Preston,Leeds,2,1,H,0,0,D,J Smith,13,11,4,2,22,12,5,6,5,1,0,1,20231226,English Second
26/12/2023,2023,Millwall,QPR,2,0,H,1,0,H,T Bramall,13,10,3,1,12,12,4,6,3,3,0,0,20231226,English Second
26/12/2023,2023,Cardiff,Plymouth,2,2,D,1,1,D,A Davies,17,13,4,6,5,9,7,3,0,1,0,0,20231226,English Second
26/12/2023,2023,Coventry,Sheffield Weds,2,0,H,1,0,H,O Langford,9,11,2,2,7,12,5,9,1,1,1,1,20231226,English Second
26/12/2023,2023,Huddersfield,Blackburn,3,0,H,1,0,H,D England,12,10,6,1,10,8,6,4,1,4,0,0,20231226,English Second
26/12/2023,2023,Hull,Sunderland,0,1,A,0,0,D,S Gill,10,17,6,3,6,8,3,7,1,1,0,0,20231226,English Second
26/12/2023,2023,Rotherham,Middlesbrough,1,0,H,0,0,D,A Kitchen,3,19,1,5,12,8,0,11,0,0,0,0,20231226,English Second
26/12/2023,2023,Southampton,Swansea,5,0,H,1,0,H,K Stroud,11,4,9,1,15,13,3,1,2,4,0,0,20231226,English Second
26/12/2023,2023,Watford,Bristol City,1,4,A,0,2,A,J Busby,13,15,5,5,10,4,6,6,1,0,0,0,20231226,English Second
26/12/2023,2023,West Brom,Norwich,1,0,H,0,0,D,J Bell,21,7,3,3,5,8,12,4,0,0,0,1,20231226,English Second
26/12/2023,2023,Birmingham,Stoke,1,3,A,0,2,A,R Madley,14,11,5,5,10,12,5,3,2,3,0,0,20231226,English Second
26/12/2023,2023,Ipswich,Leicester,1,1,D,0,1,A,S Barrott,19,5,2,2,9,9,11,2,1,2,0,0,20231226,English Second
29/12/2023,2023,Southampton,Plymouth,2,1,H,0,0,D,J Linington,26,8,7,1,8,8,9,3,3,2,0,0,20231229,English Second
29/12/2023,2023,Birmingham,Bristol City,0,0,D,0,0,D,G Eltringham,5,8,1,0,11,6,1,6,0,0,0,0,20231229,English Second
29/12/2023,2023,Cardiff,Leicester,0,2,A,0,1,A,J Busby,10,9,2,4,11,7,5,2,1,0,0,0,20231229,English Second
29/12/2023,2023,Coventry,Swansea,2,2,D,1,1,D,T Kirk,21,12,5,4,14,11,12,4,1,4,0,0,20231229,English Second
29/12/2023,2023,Huddersfield,Middlesbrough,1,2,A,0,0,D,B Toner,16,9,5,5,11,11,7,2,0,2,0,0,20231229,English Second
29/12/2023,2023,Hull,Blackburn,3,2,H,2,2,D,M Donohue,21,10,9,4,15,12,4,4,3,3,0,1,20231229,English Second
29/12/2023,2023,Ipswich,QPR,0,0,D,0,0,D,D Webb,7,10,5,2,13,5,5,9,3,2,0,0,20231229,English Second
