Model,Date,HomeTeam,AwayTeam,Gameweek,BetPlaced,ModelPredictedOutcome,ModelPredictedEncoded,ActualResult,EloTierHome,EloTierAway,BetOn,BetOnEncoded,p,q,b,Odds,KellyFraction,HalfKellyFraction,KellyStake,HalfKellyStake,KellyProfitLoss,HalfKellyProfitLoss,IntelligentMultiplier,IntelligentKellyFraction,IntelligentHalfKellyFraction,IntelligentKellyStake,IntelligentHalfKellyStake,IntelligentKellyProfitLoss,IntelligentHalfKellyProfitLoss,FlatPredictionStake,FlatPredictionProfitLoss,KellyBalanceBefore,KellyBalanceAfter,HalfKellyBalanceBefore,HalfKellyBalanceAfter,IntelligentKellyBalanceBefore,IntelligentKellyBalanceAfter,IntelligentHalfKellyBalanceBefore,IntelligentHalfKellyBalanceAfter,FlatPredictionBalanceBefore,FlatPredictionBalanceAfter,KellyDropFromPeak,HalfKellyDropFromPeak,IntelligentKellyDropFromPeak,IntelligentHalfKellyDropFromPeak,FlatPredictionDropFromPeak
random_forest,13/08/2021,Brentford,Arsenal,1,False,Away,-1,1,4,2,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,379.0,0.0,0.0,0.0,0.0,0.002631578947368421
random_forest,14/08/2021,Burnley,Brighton,1,False,Away,-1,-1,3,3,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4500000000000002,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,379.0,380.45,0.0,0.0,0.0,0.0,0.0
random_forest,14/08/2021,Chelsea,Crystal Palace,1,False,Home,1,1,1,4,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.45,380.7,0.0,0.0,0.0,0.0,0.0
random_forest,14/08/2021,Everton,Southampton,1,False,Home,1,1,3,3,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8999999999999999,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.7,381.59999999999997,0.0,0.0,0.0,0.0,0.0
random_forest,14/08/2021,Leicester,Wolves,1,False,Home,1,1,2,3,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6599999999999999,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,381.59999999999997,382.26,0.0,0.0,0.0,0.0,0.0
random_forest,14/08/2021,Man United,Leeds,1,False,Home,1,1,1,3,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.53,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,382.26,382.78999999999996,0.0,0.0,0.0,0.0,0.0
random_forest,14/08/2021,Norwich,Liverpool,1,False,Away,-1,-1,4,1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30000000000000004,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,382.78999999999996,383.09,0.0,0.0,0.0,0.0,0.0
random_forest,14/08/2021,Watford,Aston Villa,1,False,Away,-1,1,4,3,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,383.09,382.09,0.0,0.0,0.0,0.0,0.002610352658644183
random_forest,15/08/2021,Newcastle,West Ham,1,False,Away,-1,-1,3,2,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2000000000000002,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,382.09,383.28999999999996,0.0,0.0,0.0,0.0,0.0
random_forest,15/08/2021,Tottenham,Man City,1,False,Away,-1,1,2,1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,383.28999999999996,382.28999999999996,0.0,0.0,0.0,0.0,0.0026089905815440007
random_forest,21/08/2021,Aston Villa,Newcastle,2,False,Home,1,1,3,3,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.2289999999999999,0.9832,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,382.28999999999996,383.2732,0.0,0.0,0.0,0.0,4.3831041769911214e-05
random_forest,21/08/2021,Brighton,Watford,2,False,Home,1,1,3,4,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.2289999999999999,0.8602999999999998,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,383.2732,384.13349999999997,0.0,0.0,0.0,0.0,0.0
random_forest,21/08/2021,Crystal Palace,Brentford,2,True,Draw,0,0,4,4,Draw,0,0.3940449007678335,0.6059550992321665,2.2,3.2,0.11861076475321236,0.05930538237660618,20.0,20.0,44.0,44.0,0.24705882352941178,0.029303835997852468,0.014651917998926234,11.135457679183938,5.567728839591969,24.498006894204664,12.249003447102332,1.2289999999999999,2.7037999999999998,380.0,424.0,380.0,424.0,380.0,404.49800689420465,380.0,392.2490034471023,384.13349999999997,386.83729999999997,0.0,0.0,0.0,0.0,0.0
random_forest,21/08/2021,Leeds,Everton,2,True,Draw,0,0,3,3,Draw,0,0.3868957139980088,0.6131042860019912,2.4,3.4,0.13143559483051248,0.06571779741525624,0.0,0.0,0.0,0.0,0.2,0.0262871189661025,0.01314355948305125,8.864542320816062,5.155548108974564,21.274901569958548,12.373315461538953,1.2289999999999999,2.9495999999999998,424.0,424.0,424.0,424.0,404.49800689420465,425.7729084641632,392.2490034471023,404.62231890864126,386.83729999999997,389.78689999999995,0.0,0.0,0.0,0.0,0.0
random_forest,21/08/2021,Liverpool,Burnley,2,False,Home,1,1,1,4,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.2289999999999999,0.2212199999999999,424.0,424.0,424.0,424.0,425.7729084641632,425.7729084641632,404.62231890864126,404.62231890864126,389.78689999999995,390.00811999999996,0.0,0.0,0.0,0.0,0.0
random_forest,21/08/2021,Man City,Norwich,2,False,Home,1,1,1,4,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.2289999999999999,0.09832000000000007,424.0,424.0,424.0,424.0,425.7729084641632,425.7729084641632,404.62231890864126,404.62231890864126,390.00811999999996,390.10643999999996,0.0,0.0,0.0,0.0,0.0
random_forest,22/08/2021,Arsenal,Chelsea,2,False,Away,-1,-1,2,1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.2289999999999999,0.8848799999999999,424.0,424.0,424.0,424.0,425.7729084641632,425.7729084641632,404.62231890864126,404.62231890864126,390.10643999999996,390.99132,0.0,0.0,0.0,0.0,0.0
random_forest,22/08/2021,Southampton,Man United,2,False,Away,-1,0,4,1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.2289999999999999,-1.2289999999999999,424.0,424.0,424.0,424.0,425.7729084641632,425.7729084641632,404.62231890864126,404.62231890864126,390.99132,389.76232,0.0,0.0,0.0,0.0,0.003143292285874748
random_forest,22/08/2021,Wolves,Tottenham,2,True,Draw,0,-1,3,2,Draw,0,0.3985627220511086,0.6014372779488915,2.2,3.2,0.12518214116524884,0.06259107058262442,0.0,0.0,-0.0,-0.0,0.2857142857142857,0.03576632604721395,0.017883163023606975,0.0,7.235926892033123,-0.0,-7.235926892033123,1.2289999999999999,-1.2289999999999999,424.0,424.0,424.0,424.0,425.7729084641632,425.7729084641632,404.62231890864126,397.3863920166081,389.76232,388.53332,0.0,0.0,0.0,0.01788316302360704,0.006286584571749496
random_forest,23/08/2021,West Ham,Leicester,2,True,Draw,0,1,2,2,Draw,0,0.4128962656490536,0.5871037343509464,2.5,3.5,0.178054771908675,0.0890273859543375,0.0,0.0,-0.0,-0.0,0.36,0.064099717887123,0.0320498589435615,0.0,2.0407961594003448,-0.0,-2.0407961594003448,1.2289999999999999,-1.2289999999999999,424.0,424.0,424.0,424.0,425.7729084641632,425.7729084641632,397.3863920166081,395.34559585720774,388.53332,387.30432,0.0,0.0,0.0,0.022926869374025043,0.009429876857624244
random_forest,28/08/2021,Aston Villa,Brentford,3,False,Home,1,0,3,4,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.501432,-1.501432,424.0,424.0,424.0,424.0,425.7729084641632,425.7729084641632,395.34559585720774,395.34559585720774,387.30432,385.802888,0.0,0.0,0.0,0.022926869374025043,0.013269941644740293
