Model,Date,HomeTeam,AwayTeam,Gameweek,BetPlaced,ModelPredictedOutcome,ModelPredictedEncoded,ActualResult,EloTierHome,EloTierAway,BetOn,BetOnEncoded,p,q,b,Odds,KellyFraction,HalfKellyFraction,KellyStake,HalfKellyStake,KellyProfitLoss,HalfKellyProfitLoss,IntelligentMultiplier,IntelligentKellyFraction,IntelligentHalfKellyFraction,IntelligentKellyStake,IntelligentHalfKellyStake,IntelligentKellyProfitLoss,IntelligentHalfKellyProfitLoss,FlatPredictionStake,FlatPredictionProfitLoss,KellyBalanceBefore,KellyBalanceAfter,HalfKellyBalanceBefore,HalfKellyBalanceAfter,IntelligentKellyBalanceBefore,IntelligentKellyBalanceAfter,IntelligentHalfKellyBalanceBefore,IntelligentHalfKellyBalanceAfter,FlatPredictionBalanceBefore,FlatPredictionBalanceAfter,KellyDropFromPeak,HalfKellyDropFromPeak,IntelligentKellyDropFromPeak,IntelligentHalfKellyDropFromPeak,FlatPredictionDropFromPeak
random_forest,11/08/2023,Burnley,Man City,1,False,Away,-1,-1,4,1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33000000000000007,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.33,0.0,0.0,0.0,0.0,0.0
random_forest,12/08/2023,Arsenal,Nott'm Forest,1,False,Home,1,1,2,4,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17999999999999994,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.33,380.51,0.0,0.0,0.0,0.0,0.0
random_forest,12/08/2023,Bournemouth,West Ham,1,False,Draw,0,0,4,3,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.51,382.90999999999997,0.0,0.0,0.0,0.0,0.0
random_forest,12/08/2023,Brighton,Luton,1,False,Home,1,1,4,4,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33000000000000007,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,382.90999999999997,383.23999999999995,0.0,0.0,0.0,0.0,0.0
random_forest,12/08/2023,Everton,Fulham,1,True,Draw,0,-1,3,4,Draw,0,0.4699246239796772,0.5300753760203227,2.4,3.4,0.2490598839712094,0.1245299419856047,10.0,10.0,-10.0,-10.0,0.27710843373493976,0.06901659435346767,0.034508297176733836,10.0,10.0,-10.0,-10.0,1.0,-1.0,380.0,370.0,380.0,370.0,380.0,370.0,380.0,370.0,383.23999999999995,382.23999999999995,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.002609330967539923
random_forest,12/08/2023,Newcastle,Aston Villa,1,False,Home,1,1,3,4,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,382.23999999999995,382.98999999999995,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.0006523327418849808
random_forest,12/08/2023,Sheffield United,Crystal Palace,1,False,Away,-1,-1,4,3,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.38,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,382.98999999999995,384.36999999999995,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.0
random_forest,13/08/2023,Brentford,Tottenham,1,False,Away,-1,0,4,2,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,384.36999999999995,383.36999999999995,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.002601659858990036
random_forest,13/08/2023,Chelsea,Liverpool,1,False,Away,-1,0,2,1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,383.36999999999995,382.36999999999995,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.005203319717980072
random_forest,14/08/2023,Man United,Wolves,1,False,Home,1,1,2,3,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33000000000000007,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,382.36999999999995,382.69999999999993,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.004344771964513401
random_forest,18/08/2023,Nott'm Forest,Sheffield United,2,False,Draw,0,1,4,4,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-1.27,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,382.69999999999993,381.42999999999995,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.0076488799854307
random_forest,19/08/2023,Fulham,Brentford,2,False,Draw,0,-1,4,4,Draw,0,0.4565681606229126,0.5434318393770874,2.3,3.3,0.2202934478502659,0.11014672392513294,0.0,0.0,-0.0,-0.0,0.256198347107438,0.05643881721783671,0.028219408608918355,0.0,0.0,-0.0,-0.0,1.27,-1.27,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,381.42999999999995,380.15999999999997,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.010952988006347999
random_forest,19/08/2023,Liverpool,Bournemouth,2,False,Home,1,1,1,4,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.25399999999999995,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,380.15999999999997,380.414,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.010292166402164479
random_forest,19/08/2023,Man City,Newcastle,2,False,Home,1,1,1,3,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.8508999999999999,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,380.414,381.2649,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.008078414028149796
random_forest,19/08/2023,Tottenham,Man United,2,False,Away,-1,1,2,2,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-1.27,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,381.2649,379.99490000000003,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.011382522049067093
