Model,Strategy,InitialBankroll,FinalBalance,Profit,ProfitLossPercent,BetsPlaced,TotalStaked,ROI_On_Stake,Return_On_Bankroll,MaxDropFromPeak,StoppedEarly,StopDate
logistic_regression,Kelly,380.0,288.8,-91.19999999999999,-23.999999999999996,23,413.82,-0.22038567493112945,-0.23999999999999996,0.356234096692112,False,
logistic_regression,Half-Kelly,380.0,372.0239970019613,-7.976002998038723,-2.0989481573786115,26,459.5598244884188,-0.01735574472141379,-0.020989481573786113,0.2366412213740458,False,
logistic_regression,Intelligent Kelly,380.0,446.51274932736874,66.51274932736874,17.503355086149668,30,506.33944465560506,0.13135999975788665,0.1750335508614967,0.23605211486122366,False,
logistic_regression,Intelligent Half-Kelly,380.0,489.4823776493464,109.4823776493464,28.811152012985897,38,543.7418999140791,0.20134990087511476,0.28811152012985897,0.18689109228453926,False,
logistic_regression,Flat Prediction,380.0,358.06424921287544,-21.93575078712456,-5.772565996611727,380,357.78375702327844,-0.06131008005960807,-0.05772565996611727,0.08743820397441256,False,
random_forest,Kelly,380.0,432.94649348982864,52.94649348982864,13.933287760481223,18,617.4285539341521,0.08575323112684437,0.13933287760481222,0.49387054606064096,False,
random_forest,Half-Kelly,380.0,394.8643457307991,14.864345730799073,3.911669929157651,20,432.60275470953286,0.034360266015364606,0.03911669929157651,0.4061921290124663,False,
random_forest,Intelligent Kelly,380.0,306.68256059948965,-73.31743940051035,-19.294063000134305,25,334.1328052077107,-0.21942604335103588,-0.19294063000134304,0.3721511993269914,False,
random_forest,Intelligent Half-Kelly,380.0,344.87370462548574,-35.12629537451426,-9.243761940661646,44,320.40867874116316,-0.10962966269365772,-0.09243761940661646,0.24155069096969445,False,
random_forest,Flat Prediction,380.0,378.6009955284964,-1.3990044715035879,-0.3681590714483126,380,373.62194510669804,-0.0037444387028820365,-0.003681590714483126,0.09893070184232511,False,
xgboost,Kelly,380.0,505.39208270658037,125.39208270658037,32.99791650173168,4,409.8771226434197,0.3059260343633952,0.3299791650173168,0.3132388,False,
xgboost,Half-Kelly,380.0,484.27191323914514,104.27191323914514,27.43997716819609,4,204.61268943585492,0.5096062884791603,0.2743997716819609,0.15661939999999994,False,
xgboost,Intelligent Kelly,380.0,427.83394802653277,47.83394802653277,12.587881059613887,4,152.77975771694545,0.31309087500423033,0.12587881059613887,0.13893656451612904,False,
xgboost,Intelligent Half-Kelly,380.0,418.3720101280399,38.3720101280399,10.097897402115764,4,90.1586750908022,0.4256053018680011,0.10097897402115764,0.06946828225806449,False,
xgboost,Flat Prediction,380.0,407.3291444814669,27.329144481466926,7.1918801267018235,370,406.9492904903856,0.06715614235015503,0.07191880126701823,0.048029399412689924,False,
