Rank,Club,Country,Level,Elo,From,To
None,Rotherham,ENG,2,1379.17126465,2015-03-22,2015-04-03
None,Rotherham,ENG,2,1373.5970459,2015-04-04,2015-04-06
None,Rotherham,ENG,2,1382.89892578,2015-04-07,2015-04-11
None,Rotherham,ENG,2,1378.25219727,2015-04-12,2015-04-15
None,Rotherham,ENG,2,1381.05993652,2015-04-16,2015-04-25
None,Rotherham,ENG,2,1385.63024902,2015-04-26,2015-04-28
None,Rotherham,ENG,2,1392.72888184,2015-04-29,2015-05-02
None,Rotherham,ENG,2,1395.11010742,2015-05-03,2015-07-02
None,Rotherham,ENG,2,1395.11450195,2015-07-03,2015-07-09
None,Rotherham,ENG,2,1395.11462402,2015-07-10,2015-07-16
None,Rotherham,ENG,2,1395.11474609,2015-07-17,2015-07-23
None,Rotherham,ENG,2,1390.52099609,2015-07-24,2015-07-30
None,Rotherham,ENG,2,1390.74475098,2015-07-31,2015-08-06
None,Rotherham,ENG,2,1388.26965332,2015-08-07,2015-08-08
None,Rotherham,ENG,2,1370.59033203,2015-08-09,2015-08-15
None,Rotherham,ENG,2,1365.4029541,2015-08-16,2015-08-18
None,Rotherham,ENG,2,1365.72216797,2015-08-19,2015-08-20
None,Rotherham,ENG,2,1364.29431152,2015-08-21,2015-08-22
None,Rotherham,ENG,2,1359.60644531,2015-08-23,2015-08-26
None,Rotherham,ENG,2,1361.35705566,2015-08-27,2015-08-27
None,Rotherham,ENG,2,1356.4407959,2015-08-28,2015-08-29
None,Rotherham,ENG,2,1345.77233887,2015-08-30,2015-09-12
None,Rotherham,ENG,2,1349.82299805,2015-09-13,2015-09-15
None,Rotherham,ENG,2,1338.80847168,2015-09-16,2015-09-16
None,Rotherham,ENG,2,1335.73571777,2015-09-17,2015-09-17
None,Rotherham,ENG,2,1336.78686523,2015-09-18,2015-09-19
None,Rotherham,ENG,2,1347.15698242,2015-09-20,2015-09-26
None,Rotherham,ENG,2,1363.83251953,2015-09-27,2015-09-29
None,Rotherham,ENG,2,1357.33508301,2015-09-30,2015-09-30
None,Rotherham,ENG,2,1362.01293945,2015-10-01,2015-10-01
None,Rotherham,ENG,2,1360.49023438,2015-10-02,2015-10-02
None,Rotherham,ENG,2,1355.7935791,2015-10-03,2015-10-17
None,Rotherham,ENG,2,1350.54150391,2015-10-18,2015-10-20
None,Rotherham,ENG,2,1357.63391113,2015-10-21,2015-10-21
None,Rotherham,ENG,2,1360.1652832,2015-10-22,2015-10-22
None,Rotherham,ENG,2,1355.10803223,2015-10-23,2015-10-23
None,Rotherham,ENG,2,1348.17236328,2015-10-24,2015-10-31
None,Rotherham,ENG,2,1342.92480469,2015-11-01,2015-11-03
None,Rotherham,ENG,2,1346.2467041,2015-11-04,2015-11-04
None,Rotherham,ENG,2,1345.78137207,2015-11-05,2015-11-05
None,Rotherham,ENG,2,1348.94775391,2015-11-06,2015-11-07
None,Rotherham,ENG,2,1338.95800781,2015-11-08,2015-11-21
None,Rotherham,ENG,2,1350.44592285,2015-11-22,2015-11-24
None,Rotherham,ENG,2,1353.40649414,2015-11-25,2015-11-25
None,Rotherham,ENG,2,1349.71362305,2015-11-26,2015-11-26
None,Rotherham,ENG,2,1351.81384277,2015-11-27,2015-11-28
None,Rotherham,ENG,2,1364.11608887,2015-11-29,2015-12-05
None,Rotherham,ENG,2,1357.83068848,2015-12-06,2015-12-08
None,Rotherham,ENG,2,1357.99267578,2015-12-09,2015-12-09
None,Rotherham,ENG,2,1364.79577637,2015-12-10,2015-12-10
None,Rotherham,ENG,2,1365.63439941,2015-12-11,2015-12-11
None,Rotherham,ENG,2,1361.72070312,2015-12-12,2015-12-15
None,Rotherham,ENG,2,1353.11413574,2015-12-16,2015-12-19
None,Rotherham,ENG,2,1371.40917969,2015-12-20,2015-12-26
None,Rotherham,ENG,2,1385.5411377,2015-12-27,2015-12-29
None,Rotherham,ENG,2,1375.65319824,2015-12-30,2016-01-02
None,Rotherham,ENG,2,1369.75305176,2016-01-03,2016-01-12
None,Rotherham,ENG,2,1383.46594238,2016-01-13,2016-01-16
None,Rotherham,ENG,2,1371.5670166,2016-01-17,2016-01-23
None,Rotherham,ENG,2,1376.17590332,2016-01-24,2016-01-30
None,Rotherham,ENG,2,1358.94506836,2016-01-31,2016-02-06
None,Rotherham,ENG,2,1352.54223633,2016-02-07,2016-02-13
None,Rotherham,ENG,2,1354.98620605,2016-02-14,2016-02-16
None,Rotherham,ENG,2,1354.38671875,2016-02-17,2016-02-18
None,Rotherham,ENG,2,1353.62390137,2016-02-19,2016-02-20
None,Rotherham,ENG,2,1350.28369141,2016-02-21,2016-02-23
None,Rotherham,ENG,2,1344.06445312,2016-02-24,2016-02-24
None,Rotherham,ENG,2,1347.6418457,2016-02-25,2016-02-25
None,Rotherham,ENG,2,1356.77416992,2016-02-26,2016-02-27
None,Rotherham,ENG,2,1366.33825684,2016-02-28,2016-03-05
None,Rotherham,ENG,2,1379.68566895,2016-03-06,2016-03-08
None,Rotherham,ENG,2,1392.07250977,2016-03-09,2016-03-09
None,Rotherham,ENG,2,1389.51586914,2016-03-10,2016-03-10
None,Rotherham,ENG,2,1385.28686523,2016-03-11,2016-03-12
None,Rotherham,ENG,2,1387.66003418,2016-03-13,2016-03-15
None,Rotherham,ENG,2,1387.74157715,2016-03-16,2016-03-16
None,Rotherham,ENG,2,1387.60083008,2016-03-17,2016-03-17
None,Rotherham,ENG,2,1386.24389648,2016-03-18,2016-03-19
None,Rotherham,ENG,2,1398.70043945,2016-03-20,2016-04-02
None,Rotherham,ENG,2,1406.56665039,2016-04-03,2016-04-05
None,Rotherham,ENG,2,1407.47473145,2016-04-06,2016-04-06
None,Rotherham,ENG,2,1409.09020996,2016-04-07,2016-04-07
None,Rotherham,ENG,2,1410.4296875,2016-04-08,2016-04-09
None,Rotherham,ENG,2,1427.19384766,2016-04-10,2016-04-12
None,Rotherham,ENG,2,1429.77160645,2016-04-13,2016-04-14
None,Rotherham,ENG,2,1433.40283203,2016-04-15,2016-04-16
None,Rotherham,ENG,2,1431.48815918,2016-04-17,2016-04-19
None,Rotherham,ENG,2,1430.87365723,2016-04-20,2016-04-23
None,Rotherham,ENG,2,1433.25219727,2016-04-24,2016-04-26
None,Rotherham,ENG,2,1433.58581543,2016-04-27,2016-04-28
None,Rotherham,ENG,2,1432.20275879,2016-04-29,2016-04-30
None,Rotherham,ENG,2,1423.55993652,2016-05-01,2016-05-04
None,Rotherham,ENG,2,1422.25817871,2016-05-05,2016-05-05
None,Rotherham,ENG,2,1429.65136719,2016-05-06,2016-05-07
None,Rotherham,ENG,2,1422.05407715,2016-05-08,2016-05-18
None,Rotherham,ENG,2,1418.38354492,2016-05-19,2016-07-28
None,Rotherham,ENG,2,1417.24108887,2016-07-29,2016-08-04
None,Rotherham,ENG,2,1418.68261719,2016-08-05,2016-08-06
None,Rotherham,ENG,2,1418.69018555,2016-08-07,2016-08-13
None,Rotherham,ENG,2,1410.65539551,2016-08-14,2016-08-16
None,Rotherham,ENG,2,1406.30615234,2016-08-17,2016-08-18
None,Rotherham,ENG,2,1406.30236816,2016-08-19,2016-08-20
None,Rotherham,ENG,2,1415.44873047,2016-08-21,2016-08-24
None,Rotherham,ENG,2,1415.46435547,2016-08-25,2016-08-25
None,Rotherham,ENG,2,1408.37744141,2016-08-26,2016-08-27
None,Rotherham,ENG,2,1393.48791504,2016-08-28,2016-09-10
None,Rotherham,ENG,2,1393.00378418,2016-09-11,2016-09-13
None,Rotherham,ENG,2,1394.15979004,2016-09-14,2016-09-14
None,Rotherham,ENG,2,1396.30749512,2016-09-15,2016-09-15
None,Rotherham,ENG,2,1394.63964844,2016-09-16,2016-09-17
None,Rotherham,ENG,2,1386.04431152,2016-09-18,2016-09-24
None,Rotherham,ENG,2,1378.0123291,2016-09-25,2016-09-27
None,Rotherham,ENG,2,1377.89685059,2016-09-28,2016-09-28
None,Rotherham,ENG,2,1377.11828613,2016-09-29,2016-09-29
None,Rotherham,ENG,2,1376.5456543,2016-09-30,2016-10-01
None,Rotherham,ENG,2,1373.10693359,2016-10-02,2016-10-15
None,Rotherham,ENG,2,1369.79943848,2016-10-16,2016-10-18
None,Rotherham,ENG,2,1365.56835938,2016-10-19,2016-10-19
None,Rotherham,ENG,2,1364.68713379,2016-10-20,2016-10-20
None,Rotherham,ENG,2,1363.38452148,2016-10-21,2016-10-22
None,Rotherham,ENG,2,1355.63171387,2016-10-23,2016-10-29
None,Rotherham,ENG,2,1360.5838623,2016-10-30,2016-11-01
None,Rotherham,ENG,2,1365.94299316,2016-11-02,2016-11-02
None,Rotherham,ENG,2,1361.58300781,2016-11-03,2016-11-03
None,Rotherham,ENG,2,1359.76147461,2016-11-04,2016-11-05
None,Rotherham,ENG,2,1350.34899902,2016-11-06,2016-11-19
None,Rotherham,ENG,2,1344.71765137,2016-11-20,2016-11-22
None,Rotherham,ENG,2,1343.51049805,2016-11-23,2016-11-23
None,Rotherham,ENG,2,1342.41564941,2016-11-24,2016-11-24
None,Rotherham,ENG,2,1341.20666504,2016-11-25,2016-11-26
None,Rotherham,ENG,2,1335.15014648,2016-11-27,2016-12-03
None,Rotherham,ENG,2,1329.56396484,2016-12-04,2016-12-06
None,Rotherham,ENG,2,1330.02282715,2016-12-07,2016-12-07
None,Rotherham,ENG,2,1327.34753418,2016-12-08,2016-12-08
None,Rotherham,ENG,2,1327.61975098,2016-12-09,2016-12-10
None,Rotherham,ENG,2,1337.25170898,2016-12-11,2016-12-13
None,Rotherham,ENG,2,1333.79467773,2016-12-14,2016-12-17
None,Rotherham,ENG,2,1331.12939453,2016-12-18,2016-12-26
None,Rotherham,ENG,2,1337.96899414,2016-12-27,2016-12-29
None,Rotherham,ENG,2,1329.05651855,2016-12-30,2017-01-02
None,Rotherham,ENG,2,1324.21960449,2017-01-03,2017-01-14
None,Rotherham,ENG,2,1335.6673584,2017-01-15,2017-01-21
None,Rotherham,ENG,2,1332.74414062,2017-01-22,2017-01-28
None,Rotherham,ENG,2,1325.69250488,2017-01-29,2017-01-31
None,Rotherham,ENG,2,1319.67871094,2017-02-01,2017-02-04
None,Rotherham,ENG,2,1314.9239502,2017-02-05,2017-02-11
None,Rotherham,ENG,2,1315.88146973,2017-02-12,2017-02-14
None,Rotherham,ENG,2,1310.7479248,2017-02-15,2017-02-15
None,Rotherham,ENG,2,1307.91064453,2017-02-16,2017-02-16
None,Rotherham,ENG,2,1309.01831055,2017-02-17,2017-02-18
None,Rotherham,ENG,2,1302.33496094,2017-02-19,2017-02-21
None,Rotherham,ENG,2,1304.65734863,2017-02-22,2017-02-22
None,Rotherham,ENG,2,1305.390625,2017-02-23,2017-02-23
None,Rotherham,ENG,2,1300.31726074,2017-02-24,2017-02-25
None,Rotherham,ENG,2,1296.28503418,2017-02-26,2017-03-04
None,Rotherham,ENG,2,1288.03613281,2017-03-05,2017-03-07
None,Rotherham,ENG,2,1282.61853027,2017-03-08,2017-03-09
None,Rotherham,ENG,2,1283.12915039,2017-03-10,2017-03-11
None,Rotherham,ENG,2,1279.74023438,2017-03-12,2017-03-14
None,Rotherham,ENG,2,1285.89562988,2017-03-15,2017-03-15
None,Rotherham,ENG,2,1280.80895996,2017-03-16,2017-03-16
None,Rotherham,ENG,2,1282.30065918,2017-03-17,2017-03-18
None,Rotherham,ENG,2,1276.67980957,2017-03-19,2017-04-01
None,Rotherham,ENG,2,1272.6229248,2017-04-02,2017-04-04
None,Rotherham,ENG,2,1266.82080078,2017-04-05,2017-04-08
None,Rotherham,ENG,2,1262.39172363,2017-04-09,2017-04-12
None,Rotherham,ENG,2,1261.97570801,2017-04-13,2017-04-13
None,Rotherham,ENG,2,1262.43859863,2017-04-14,2017-04-14
None,Rotherham,ENG,2,1263.84606934,2017-04-15,2017-04-17
None,Rotherham,ENG,2,1262.00512695,2017-04-18,2017-04-18
None,Rotherham,ENG,2,1261.47033691,2017-04-19,2017-04-20
None,Rotherham,ENG,2,1262.93908691,2017-04-21,2017-04-22
None,Rotherham,ENG,2,1274.12573242,2017-04-23,2017-04-29
None,Rotherham,ENG,2,1280.75439453,2017-04-30,2017-05-04
None,Rotherham,ENG,2,1282.5098877,2017-05-05,2017-05-07
None,Rotherham,ENG,2,1286.27905273,2017-05-08,2017-05-11
None,Rotherham,ENG,2,1286.3795166,2017-05-12,2017-05-24
None,Rotherham,ENG,2,1289.12463379,2017-05-25,2017-07-01
None,Rotherham,ENG,2,1374.68078613,2018-07-01,2018-07-26
None,Rotherham,ENG,2,1374.69848633,2018-07-27,2018-08-02
None,Rotherham,ENG,2,1375.62573242,2018-08-03,2018-08-04
None,Rotherham,ENG,2,1368.95959473,2018-08-05,2018-08-09
None,Rotherham,ENG,2,1369.36071777,2018-08-10,2018-08-11
None,Rotherham,ENG,2,1377.76708984,2018-08-12,2018-08-16
None,Rotherham,ENG,2,1380.50878906,2018-08-17,2018-08-18
None,Rotherham,ENG,2,1375.0423584,2018-08-19,2018-08-21
None,Rotherham,ENG,2,1367.81286621,2018-08-22,2018-08-23
None,Rotherham,ENG,2,1364.05761719,2018-08-24,2018-08-26
None,Rotherham,ENG,2,1374.29968262,2018-08-27,2018-08-30
None,Rotherham,ENG,2,1371.81542969,2018-08-31,2018-09-01
None,Rotherham,ENG,2,1365.98291016,2018-09-02,2018-09-15
None,Rotherham,ENG,2,1376.37487793,2018-09-16,2018-09-18
None,Rotherham,ENG,2,1370.33581543,2018-09-19,2018-09-19
None,Rotherham,ENG,2,1368.41040039,2018-09-20,2018-09-20
None,Rotherham,ENG,2,1370.73693848,2018-09-21,2018-09-22
None,Rotherham,ENG,2,1365.78771973,2018-09-23,2018-09-29
None,Rotherham,ENG,2,1369.5645752,2018-09-30,2018-10-02
None,Rotherham,ENG,2,1369.49536133,2018-10-03,2018-10-03
None,Rotherham,ENG,2,1364.65612793,2018-10-04,2018-10-04
None,Rotherham,ENG,2,1366.50598145,2018-10-05,2018-10-06
None,Rotherham,ENG,2,1358.93774414,2018-10-07,2018-10-20
None,Rotherham,ENG,2,1357.48388672,2018-10-21,2018-10-23
None,Rotherham,ENG,2,1364.52819824,2018-10-24,2018-10-24
None,Rotherham,ENG,2,1364.59399414,2018-10-25,2018-10-25
None,Rotherham,ENG,2,1367.21411133,2018-10-26,2018-10-27
None,Rotherham,ENG,2,1371.73876953,2018-10-28,2018-11-03
None,Rotherham,ENG,2,1383.87438965,2018-11-04,2018-11-06
None,Rotherham,ENG,2,1378.90856934,2018-11-07,2018-11-07
None,Rotherham,ENG,2,1384.90100098,2018-11-08,2018-11-08
None,Rotherham,ENG,2,1383.71276855,2018-11-09,2018-11-10
None,Rotherham,ENG,2,1386.6829834,2018-11-11,2018-11-24
None,Rotherham,ENG,2,1388.03771973,2018-11-25,2018-11-27
None,Rotherham,ENG,2,1387.7076416,2018-11-28,2018-11-28
None,Rotherham,ENG,2,1386.81103516,2018-11-29,2018-11-29
None,Rotherham,ENG,2,1389.38464355,2018-11-30,2018-12-01
None,Rotherham,ENG,2,1384.71801758,2018-12-02,2018-12-08
None,Rotherham,ENG,2,1388.04553223,2018-12-09,2018-12-11
None,Rotherham,ENG,2,1391.19140625,2018-12-12,2018-12-12
None,Rotherham,ENG,2,1389.17272949,2018-12-13,2018-12-13
None,Rotherham,ENG,2,1386.96362305,2018-12-14,2018-12-15
None,Rotherham,ENG,2,1385.36901855,2018-12-16,2018-12-22
None,Rotherham,ENG,2,1376.46716309,2018-12-23,2018-12-26
None,Rotherham,ENG,2,1368.52233887,2018-12-27,2018-12-29
None,Rotherham,ENG,2,1364.19250488,2018-12-30,2019-01-01
None,Rotherham,ENG,2,1373.73278809,2019-01-02,2019-01-12
None,Rotherham,ENG,2,1366.65759277,2019-01-13,2019-01-19
None,Rotherham,ENG,2,1357.47009277,2019-01-20,2019-01-26
None,Rotherham,ENG,2,1352.28894043,2019-01-27,2019-02-02
None,Rotherham,ENG,2,1356.26696777,2019-02-03,2019-02-09
None,Rotherham,ENG,2,1355.21130371,2019-02-10,2019-02-12
None,Rotherham,ENG,2,1356.44250488,2019-02-13,2019-02-13
None,Rotherham,ENG,2,1360.29748535,2019-02-14,2019-02-14
None,Rotherham,ENG,2,1359.27978516,2019-02-15,2019-02-16
None,Rotherham,ENG,2,1360.15246582,2019-02-17,2019-02-19
None,Rotherham,ENG,2,1359.52050781,2019-02-20,2019-02-20
None,Rotherham,ENG,2,1360.17419434,2019-02-21,2019-02-21
None,Rotherham,ENG,2,1363.16296387,2019-02-22,2019-02-23
None,Rotherham,ENG,2,1365.62023926,2019-02-24,2019-03-02
None,Rotherham,ENG,2,1373.51928711,2019-03-03,2019-03-05
None,Rotherham,ENG,2,1374.98205566,2019-03-06,2019-03-06
None,Rotherham,ENG,2,1381.83666992,2019-03-07,2019-03-07
None,Rotherham,ENG,2,1380.05041504,2019-03-08,2019-03-09
None,Rotherham,ENG,2,1376.30175781,2019-03-10,2019-03-12
None,Rotherham,ENG,2,1376.80822754,2019-03-13,2019-03-13
None,Rotherham,ENG,2,1393.3560791,2019-03-14,2019-03-14
None,Rotherham,ENG,2,1399.53381348,2019-03-15,2019-03-16
None,Rotherham,ENG,2,1395.00036621,2019-03-17,2019-03-30
None,Rotherham,ENG,2,1386.59985352,2019-03-31,2019-04-06
None,Rotherham,ENG,2,1395.83032227,2019-04-07,2019-04-09
None,Rotherham,ENG,2,1397.30273438,2019-04-10,2019-04-10
None,Rotherham,ENG,2,1391.02319336,2019-04-11,2019-04-11
None,Rotherham,ENG,2,1394.89550781,2019-04-12,2019-04-13
None,Rotherham,ENG,2,1399.99633789,2019-04-14,2019-04-16
None,Rotherham,ENG,2,1398.18017578,2019-04-17,2019-04-17
None,Rotherham,ENG,2,1399.55432129,2019-04-18,2019-04-18
None,Rotherham,ENG,2,1401.73291016,2019-04-19,2019-04-19
None,Rotherham,ENG,2,1398.28381348,2019-04-20,2019-04-22
None,Rotherham,ENG,2,1387.6184082,2019-04-23,2019-04-27
None,Rotherham,ENG,2,1385.42712402,2019-04-28,2019-04-30
None,Rotherham,ENG,2,1382.02575684,2019-05-01,2019-05-01
None,Rotherham,ENG,2,1378.07299805,2019-05-02,2019-05-02
None,Rotherham,ENG,2,1381.34912109,2019-05-03,2019-05-05
None,Rotherham,ENG,2,1375.15795898,2019-05-06,2019-05-07
None,Rotherham,ENG,2,1382.99133301,2019-05-08,2019-05-08
None,Rotherham,ENG,2,1388.08166504,2019-05-09,2019-05-09
None,Rotherham,ENG,2,1388.98327637,2019-05-10,2019-07-01
None,Rotherham,ENG,2,1356.68652344,2020-09-12,2020-09-12
None,Rotherham,ENG,2,1365.93505859,2020-09-13,2020-09-17
None,Rotherham,ENG,2,1366.30529785,2020-09-18,2020-09-19
None,Rotherham,ENG,2,1360.60327148,2020-09-20,2020-09-24
None,Rotherham,ENG,2,1360.93908691,2020-09-25,2020-09-26
None,Rotherham,ENG,2,1363.74719238,2020-09-27,2020-10-01
None,Rotherham,ENG,2,1364.55651855,2020-10-02,2020-10-03
None,Rotherham,ENG,2,1365.72741699,2020-10-04,2020-10-17
None,Rotherham,ENG,2,1360.80688477,2020-10-18,2020-10-20
None,Rotherham,ENG,2,1368.1270752,2020-10-21,2020-10-21
None,Rotherham,ENG,2,1370.65759277,2020-10-22,2020-10-22
None,Rotherham,ENG,2,1374.86047363,2020-10-23,2020-10-24
None,Rotherham,ENG,2,1367.68334961,2020-10-25,2020-10-27
None,Rotherham,ENG,2,1369.9642334,2020-10-28,2020-10-28
None,Rotherham,ENG,2,1393.93188477,2020-10-29,2020-10-29
None,Rotherham,ENG,2,1391.06835938,2020-10-30,2020-10-31
None,Rotherham,ENG,2,1386.63232422,2020-11-01,2020-11-03
None,Rotherham,ENG,2,1391.28930664,2020-11-04,2020-11-04
None,Rotherham,ENG,2,1380.77453613,2020-11-05,2020-11-05
None,Rotherham,ENG,2,1384.62780762,2020-11-06,2020-11-07
None,Rotherham,ENG,2,1395.53930664,2020-11-08,2020-11-21
None,Rotherham,ENG,2,1391.89746094,2020-11-22,2020-11-24
None,Rotherham,ENG,2,1388.46801758,2020-11-25,2020-11-25
None,Rotherham,ENG,2,1383.26586914,2020-11-26,2020-11-26
None,Rotherham,ENG,2,1384.71533203,2020-11-27,2020-11-28
None,Rotherham,ENG,2,1390.77001953,2020-11-29,2020-12-01
None,Rotherham,ENG,2,1385.06933594,2020-12-02,2020-12-02
None,Rotherham,ENG,2,1386.56835938,2020-12-03,2020-12-03
None,Rotherham,ENG,2,1382.07763672,2020-12-04,2020-12-05
None,Rotherham,ENG,2,1372.01989746,2020-12-06,2020-12-08
None,Rotherham,ENG,2,1364.35400391,2020-12-09,2020-12-09
None,Rotherham,ENG,2,1362.94030762,2020-12-10,2020-12-10
None,Rotherham,ENG,2,1364.75488281,2020-12-11,2020-12-12
None,Rotherham,ENG,2,1380.59326172,2020-12-13,2020-12-16
None,Rotherham,ENG,2,1376.54528809,2020-12-17,2020-12-29
None,Rotherham,ENG,2,1370.0982666,2020-12-30,2021-01-16
None,Rotherham,ENG,2,1381.77038574,2021-01-17,2021-01-19
None,Rotherham,ENG,2,1384.75805664,2021-01-20,2021-01-27
None,Rotherham,ENG,2,1405.77905273,2021-01-28,2021-01-30
None,Rotherham,ENG,2,1399.63195801,2021-01-31,2021-02-03
None,Rotherham,ENG,2,1416.44885254,2021-02-04,2021-02-06
None,Rotherham,ENG,2,1426.88500977,2021-02-07,2021-02-09
None,Rotherham,ENG,2,1420.7253418,2021-02-10,2021-02-16
None,Rotherham,ENG,2,1424.37768555,2021-02-17,2021-02-17
None,Rotherham,ENG,2,1420.70166016,2021-02-18,2021-02-18
None,Rotherham,ENG,2,1424.99645996,2021-02-19,2021-02-20
None,Rotherham,ENG,2,1421.60852051,2021-02-21,2021-02-23
None,Rotherham,ENG,2,1417.36425781,2021-02-24,2021-02-24
None,Rotherham,ENG,2,1418.8815918,2021-02-25,2021-02-25
None,Rotherham,ENG,2,1413.38586426,2021-02-26,2021-02-27
None,Rotherham,ENG,2,1406.97338867,2021-02-28,2021-03-03
None,Rotherham,ENG,2,1416.42333984,2021-03-04,2021-03-10
None,Rotherham,ENG,2,1418.8112793,2021-03-11,2021-03-11
None,Rotherham,ENG,2,1422.20166016,2021-03-12,2021-03-16
None,Rotherham,ENG,2,1416.38293457,2021-03-17,2021-03-17
None,Rotherham,ENG,2,1420.35693359,2021-03-18,2021-03-18
None,Rotherham,ENG,2,1414.6340332,2021-03-19,2021-03-20
None,Rotherham,ENG,2,1429.35620117,2021-03-21,2021-04-02
None,Rotherham,ENG,2,1423.99462891,2021-04-03,2021-04-05
None,Rotherham,ENG,2,1405.93164062,2021-04-06,2021-04-06
None,Rotherham,ENG,2,1402.83703613,2021-04-07,2021-04-07
None,Rotherham,ENG,2,1406.09265137,2021-04-08,2021-04-08
None,Rotherham,ENG,2,1406.39306641,2021-04-09,2021-04-10
None,Rotherham,ENG,2,1408.48706055,2021-04-11,2021-04-13
None,Rotherham,ENG,2,1421.64807129,2021-04-14,2021-04-14
None,Rotherham,ENG,2,1421.49462891,2021-04-15,2021-04-15
None,Rotherham,ENG,2,1417.95385742,2021-04-16,2021-04-18
None,Rotherham,ENG,2,1409.69384766,2021-04-19,2021-04-21
None,Rotherham,ENG,2,1403.12805176,2021-04-22,2021-04-24
None,Rotherham,ENG,2,1399.17993164,2021-04-25,2021-04-27
None,Rotherham,ENG,2,1397.21789551,2021-04-28,2021-04-28
None,Rotherham,ENG,2,1398.55847168,2021-04-29,2021-04-29
None,Rotherham,ENG,2,1398.83654785,2021-04-30,2021-05-01
None,Rotherham,ENG,2,1401.11120605,2021-05-02,2021-05-04
None,Rotherham,ENG,2,1405.52331543,2021-05-05,2021-05-05
None,Rotherham,ENG,2,1410.2947998,2021-05-06,2021-05-06
None,Rotherham,ENG,2,1407.76049805,2021-05-07,2021-05-08
None,Rotherham,ENG,2,1412.72705078,2021-05-09,2021-05-26
None,Rotherham,ENG,2,1411.78955078,2021-05-27,2021-07-01
None,Rotherham,ENG,2,1418.36303711,2022-07-01,2022-07-30
None,Rotherham,ENG,2,1419.57336426,2022-07-31,2022-08-13
None,Rotherham,ENG,2,1433.01733398,2022-08-14,2022-08-16
None,Rotherham,ENG,2,1436.69152832,2022-08-17,2022-08-18
None,Rotherham,ENG,2,1436.95959473,2022-08-19,2022-08-20
None,Rotherham,ENG,2,1439.63195801,2022-08-21,2022-08-25
None,Rotherham,ENG,2,1440.09838867,2022-08-26,2022-08-27
None,Rotherham,ENG,2,1448.33325195,2022-08-28,2022-08-31
None,Rotherham,ENG,2,1436.10986328,2022-09-01,2022-09-03
None,Rotherham,ENG,2,1438.80456543,2022-09-04,2022-09-06
None,Rotherham,ENG,2,1437.65478516,2022-09-07,2022-09-07
None,Rotherham,ENG,2,1433.02905273,2022-09-08,2022-09-08
None,Rotherham,ENG,2,1430.79711914,2022-09-09,2022-09-13
None,Rotherham,ENG,2,1428.1015625,2022-09-14,2022-09-14
None,Rotherham,ENG,2,1439.92614746,2022-09-15,2022-09-15
None,Rotherham,ENG,2,1442.00305176,2022-09-16,2022-09-17
None,Rotherham,ENG,2,1444.85412598,2022-09-18,2022-10-01
None,Rotherham,ENG,2,1431.10009766,2022-10-02,2022-10-04
None,Rotherham,ENG,2,1431.30187988,2022-10-05,2022-10-05
None,Rotherham,ENG,2,1435.3026123,2022-10-06,2022-10-06
None,Rotherham,ENG,2,1438.07165527,2022-10-07,2022-10-08
None,Rotherham,ENG,2,1428.80151367,2022-10-09,2022-10-11
None,Rotherham,ENG,2,1429.99780273,2022-10-12,2022-10-12
None,Rotherham,ENG,2,1433.16125488,2022-10-13,2022-10-13
None,Rotherham,ENG,2,1434.8815918,2022-10-14,2022-10-15
None,Rotherham,ENG,2,1443.5637207,2022-10-16,2022-10-18
None,Rotherham,ENG,2,1455.03540039,2022-10-19,2022-10-20
None,Rotherham,ENG,2,1455.90795898,2022-10-21,2022-10-22
None,Rotherham,ENG,2,1441.24108887,2022-10-23,2022-10-25
None,Rotherham,ENG,2,1444.92041016,2022-10-26,2022-10-26
None,Rotherham,ENG,2,1446.34472656,2022-10-27,2022-10-27
None,Rotherham,ENG,2,1442.58581543,2022-10-28,2022-10-29
None,Rotherham,ENG,2,1436.39257812,2022-10-30,2022-11-01
None,Rotherham,ENG,2,1440.11621094,2022-11-02,2022-11-02
None,Rotherham,ENG,2,1439.31860352,2022-11-03,2022-11-03
None,Rotherham,ENG,2,1442.67468262,2022-11-04,2022-11-05
None,Rotherham,ENG,2,1436.53344727,2022-11-06,2022-11-08
None,Rotherham,ENG,2,1450.3314209,2022-11-09,2022-11-12
None,Rotherham,ENG,2,1454.06115723,2022-11-13,2022-12-10
None,Rotherham,ENG,2,1441.28515625,2022-12-11,2022-12-17
None,Rotherham,ENG,2,1432.85949707,2022-12-18,2022-12-26
None,Rotherham,ENG,2,1433.53295898,2022-12-27,2022-12-29
None,Rotherham,ENG,2,1425.78601074,2022-12-30,2023-01-01
None,Rotherham,ENG,2,1418.13696289,2023-01-02,2023-01-14
None,Rotherham,ENG,2,1438.05834961,2023-01-15,2023-01-21
None,Rotherham,ENG,2,1442.4954834,2023-01-22,2023-02-04
None,Rotherham,ENG,2,1446.8717041,2023-02-05,2023-02-11
None,Rotherham,ENG,2,1447.54333496,2023-02-12,2023-02-14
None,Rotherham,ENG,2,1439.29797363,2023-02-15,2023-02-15
None,Rotherham,ENG,2,1438.00585938,2023-02-16,2023-02-16
None,Rotherham,ENG,2,1438.62609863,2023-02-17,2023-02-18
None,Rotherham,ENG,2,1428.25219727,2023-02-19,2023-02-21
None,Rotherham,ENG,2,1433.14733887,2023-02-22,2023-02-22
None,Rotherham,ENG,2,1433.21154785,2023-02-23,2023-02-23
