Model,Strategy,InitialBankroll,FinalBalance,Profit,ProfitLossPercent
logistic_regression,Flat Prediction,380.0,358.06424921287544,-21.93575078712456,-5.772565996611727
logistic_regression,Flat Prediction,760.0,716.1284984257509,-43.87150157424912,-5.772565996611727
logistic_regression,Flat Prediction,1140.0,1074.1927476386284,-65.80725236137164,-5.772565996611547
logistic_regression,Flat Prediction,1520.0,1432.2569968515018,-87.74300314849825,-5.772565996611727
logistic_regression,Flat Prediction,1900.0,1790.3212460643801,-109.67875393561985,-5.772565996611571
logistic_regression,Flat Prediction,2280.0,2148.3854952772567,-131.61450472274328,-5.772565996611547
logistic_regression,Flat Prediction,2660.0,2506.4497444901376,-153.55025550986238,-5.772565996611368
logistic_regression,Flat Prediction,3040.0,2864.5139937030035,-175.4860062969965,-5.772565996611727
logistic_regression,Flat Prediction,3420.0,3222.578242915878,-197.42175708412196,-5.772565996611753
logistic_regression,Flat Prediction,3800.0,3580.6424921287603,-219.3575078712397,-5.772565996611571
logistic_regression,Half-Kelly,380.0,289.3300748436815,-90.66992515631853,-23.860506620083825
logistic_regression,Half-Kelly,760.0,578.660149687363,-181.33985031263705,-23.860506620083825
logistic_regression,Half-Kelly,1140.0,867.9902245310442,-272.0097754689558,-23.860506620083843
logistic_regression,Half-Kelly,1520.0,1157.320299374726,-362.6797006252741,-23.860506620083825
logistic_regression,Half-Kelly,1900.0,1446.6503742184075,-453.3496257815925,-23.860506620083815
logistic_regression,Half-Kelly,2280.0,1735.9804490620884,-544.0195509379116,-23.860506620083843
logistic_regression,Half-Kelly,2660.0,2025.3105239057697,-634.6894760942303,-23.860506620083843
logistic_regression,Half-Kelly,3040.0,2314.640598749452,-725.3594012505482,-23.860506620083825
logistic_regression,Half-Kelly,3420.0,2603.970673593133,-816.0293264068669,-23.860506620083825
logistic_regression,Half-Kelly,3800.0,2893.300748436815,-906.699251563185,-23.860506620083815
logistic_regression,Intelligent Half-Kelly,380.0,333.6078840755307,-46.392115924469294,-12.208451559070866
logistic_regression,Intelligent Half-Kelly,760.0,667.2157681510614,-92.78423184893859,-12.208451559070866
logistic_regression,Intelligent Half-Kelly,1140.0,1000.823652226592,-139.176347773408,-12.208451559070877
logistic_regression,Intelligent Half-Kelly,1520.0,1334.4315363021228,-185.56846369787718,-12.208451559070866
logistic_regression,Intelligent Half-Kelly,1900.0,1668.0394203776532,-231.9605796223468,-12.208451559070884
logistic_regression,Intelligent Half-Kelly,2280.0,2001.647304453184,-278.352695546816,-12.208451559070877
logistic_regression,Intelligent Half-Kelly,2660.0,2335.255188528714,-324.7448114712861,-12.208451559070905
logistic_regression,Intelligent Half-Kelly,3040.0,2668.8630726042456,-371.13692739575436,-12.208451559070866
logistic_regression,Intelligent Half-Kelly,3420.0,3002.4709566797765,-417.52904332022354,-12.208451559070864
logistic_regression,Intelligent Half-Kelly,3800.0,3336.0788407553064,-463.9211592446936,-12.208451559070884
logistic_regression,Intelligent Kelly,380.0,392.2727128976086,12.272712897608585,3.2296612888443645
logistic_regression,Intelligent Kelly,760.0,784.5454257952172,24.54542579521717,3.2296612888443645
logistic_regression,Intelligent Kelly,1140.0,1176.8181386928259,36.81813869282587,3.2296612888443743
logistic_regression,Intelligent Kelly,1520.0,1569.0908515904343,49.09085159043434,3.2296612888443645
logistic_regression,Intelligent Kelly,1900.0,1961.3635644880428,61.36356448804281,3.2296612888443583
logistic_regression,Intelligent Kelly,2280.0,2353.6362773856517,73.63627738565174,3.2296612888443743
logistic_regression,Intelligent Kelly,2660.0,2745.9089902832607,85.90899028326066,3.2296612888443854
logistic_regression,Intelligent Kelly,3040.0,3138.1817031808687,98.18170318086868,3.2296612888443645
logistic_regression,Intelligent Kelly,3420.0,3530.4544160784785,110.45441607847852,3.229661288844401
logistic_regression,Intelligent Kelly,3800.0,3922.7271289760856,122.72712897608562,3.2296612888443583
logistic_regression,Kelly,380.0,284.2785573589326,-95.72144264106743,-25.18985332659669
logistic_regression,Kelly,760.0,568.5571147178651,-191.44288528213485,-25.18985332659669
logistic_regression,Kelly,1140.0,852.8356720767979,-287.1643279232021,-25.18985332659668
logistic_regression,Kelly,1520.0,1137.1142294357303,-382.8857705642697,-25.18985332659669
logistic_regression,Kelly,1900.0,1421.3927867946632,-478.60721320533685,-25.18985332659668
logistic_regression,Kelly,2280.0,1705.6713441535958,-574.3286558464042,-25.18985332659668
logistic_regression,Kelly,2660.0,1989.9499015125284,-670.0500984874716,-25.18985332659668
logistic_regression,Kelly,3040.0,2274.2284588714606,-765.7715411285394,-25.18985332659669
logistic_regression,Kelly,3420.0,2558.5070162303937,-861.4929837696063,-25.18985332659668
logistic_regression,Kelly,3800.0,2842.7855735893263,-957.2144264106737,-25.18985332659668
random_forest,Flat Prediction,380.0,378.6009955284964,-1.3990044715035879,-0.3681590714483126
random_forest,Flat Prediction,760.0,757.2019910569928,-2.7980089430071757,-0.3681590714483126
random_forest,Flat Prediction,1140.0,1135.8029865854885,-4.197013414511503,-0.3681590714483774
random_forest,Flat Prediction,1520.0,1514.4039821139856,-5.5960178860143515,-0.3681590714483126
random_forest,Flat Prediction,1900.0,1893.004977642485,-6.995022357514927,-0.368159071448154
random_forest,Flat Prediction,2280.0,2271.605973170977,-8.394026829023005,-0.3681590714483774
random_forest,Flat Prediction,2660.0,2650.2069686994723,-9.793031300527673,-0.36815907144840876
random_forest,Flat Prediction,3040.0,3028.8079642279713,-11.192035772028703,-0.3681590714483126
random_forest,Flat Prediction,3420.0,3407.4089597564735,-12.59104024352655,-0.36815907144814475
random_forest,Flat Prediction,3800.0,3786.00995528497,-13.990044715029853,-0.368159071448154
random_forest,Half-Kelly,380.0,481.1062296569223,101.10622965692232,26.606902541295348
random_forest,Half-Kelly,760.0,962.2124593138446,202.21245931384465,26.606902541295348
random_forest,Half-Kelly,1140.0,1443.3186889707679,303.3186889707679,26.60690254129543
random_forest,Half-Kelly,1520.0,1924.4249186276893,404.4249186276893,26.606902541295348
random_forest,Half-Kelly,1900.0,2405.5311482846128,505.53114828461275,26.60690254129541
random_forest,Half-Kelly,2280.0,2886.6373779415358,606.6373779415358,26.60690254129543
random_forest,Half-Kelly,2660.0,3367.7436075984574,707.7436075984574,26.60690254129539
random_forest,Half-Kelly,3040.0,3848.8498372553786,808.8498372553786,26.606902541295348
random_forest,Half-Kelly,3420.0,4329.956066912302,909.956066912302,26.60690254129538
random_forest,Half-Kelly,3800.0,4811.0622965692255,1011.0622965692255,26.60690254129541
