Model,Strategy,InitialBankroll,FinalBalance,Profit,BetsPlaced,TotalStaked,ROI_On_Stake,Return_On_Bankroll,MaxDropFromPeak
xgboost,Kelly,100.0,0.0006961871589337943,-99.99930381284106,361,435.4776312026009,-0.22963132121548066,-0.9999930381284107,0.9999979842052226
xgboost,Half-Kelly,100.0,4.17480607754924,-95.82519392245077,361,652.9342716856438,-0.1467608579881467,-0.9582519392245077,0.9898306798848862
xgboost,Intelligent Kelly,100.0,35.22128420493237,-64.77871579506763,361,1047.7977129236829,-0.061823685045384165,-0.6477871579506762,0.8980630502392748
xgboost,Intelligent Half-Kelly,100.0,84.4740944732286,-15.525905526771396,361,880.4338467750881,-0.01763438057684938,-0.15525905526771397,0.5813812624518921
