Mapping,Count
Pred Home Win → Actual Draw,28
Pred Home Win → Actual Away Win,19
Pred Draw → Actual Home Win,46
Pred Draw → Actual Away Win,29
Pred Away Win → Actual Home Win,30
Pred Away Win → Actual Draw,29
