Model,Strategy,InitialBankroll,FinalBalance,Profit,ProfitLossPercent
logistic_regression,Flat Prediction,380.0,401.43711164723214,21.437111647232143,5.641345170324248
logistic_regression,Flat Prediction,760.0,802.8742232944643,42.87422329446429,5.641345170324248
logistic_regression,Flat Prediction,1140.0,1204.3113349416951,64.31133494169512,5.641345170324134
logistic_regression,Flat Prediction,1520.0,1605.7484465889286,85.74844658892857,5.641345170324248
logistic_regression,Flat Prediction,1900.0,2007.185558236158,107.18555823615793,5.641345170324102
logistic_regression,Flat Prediction,2280.0,2408.6226698833902,128.62266988339024,5.641345170324134
logistic_regression,Flat Prediction,2660.0,2810.059781530629,150.05978153062915,5.641345170324405
logistic_regression,Flat Prediction,3040.0,3211.496893177857,171.49689317785715,5.641345170324248
logistic_regression,Flat Prediction,3420.0,3612.934004825078,192.93400482507786,5.641345170323914
logistic_regression,Flat Prediction,3800.0,4014.371116472316,214.37111647231586,5.641345170324102
logistic_regression,Half-Kelly,380.0,881.9605604561751,501.96056045617513,132.0948843305724
logistic_regression,Half-Kelly,760.0,1763.9211209123503,1003.9211209123503,132.0948843305724
logistic_regression,Half-Kelly,1140.0,2645.8816813685253,1505.8816813685253,132.0948843305724
logistic_regression,Half-Kelly,1520.0,3527.8422418247005,2007.8422418247005,132.0948843305724
logistic_regression,Half-Kelly,1900.0,4409.802802280876,2509.8028022808758,132.09488433057243
logistic_regression,Half-Kelly,2280.0,5291.763362737051,3011.7633627370506,132.0948843305724
logistic_regression,Half-Kelly,2660.0,6173.723923193224,3513.7239231932244,132.09488433057234
logistic_regression,Half-Kelly,3040.0,7055.684483649401,4015.684483649401,132.0948843305724
logistic_regression,Half-Kelly,3420.0,7937.645044105576,4517.645044105576,132.0948843305724
logistic_regression,Half-Kelly,3800.0,8819.605604561752,5019.6056045617515,132.09488433057243
logistic_regression,Intelligent Half-Kelly,380.0,354.09072335733913,-25.90927664266087,-6.81823069543707
logistic_regression,Intelligent Half-Kelly,760.0,708.1814467146783,-51.81855328532174,-6.81823069543707
logistic_regression,Intelligent Half-Kelly,1140.0,1062.2721700720183,-77.7278299279817,-6.818230695436991
logistic_regression,Intelligent Half-Kelly,1520.0,1416.3628934293565,-103.63710657064348,-6.81823069543707
logistic_regression,Intelligent Half-Kelly,1900.0,1770.4536167866968,-129.54638321330322,-6.818230695437011
logistic_regression,Intelligent Half-Kelly,2280.0,2124.5443401440366,-155.4556598559634,-6.818230695436991
logistic_regression,Intelligent Half-Kelly,2660.0,2478.6350635013755,-181.3649364986245,-6.818230695437011
logistic_regression,Intelligent Half-Kelly,3040.0,2832.725786858713,-207.27421314128696,-6.81823069543707
logistic_regression,Intelligent Half-Kelly,3420.0,3186.8165102160538,-233.18348978394624,-6.818230695437025
logistic_regression,Intelligent Half-Kelly,3800.0,3540.9072335733936,-259.09276642660643,-6.818230695437011
logistic_regression,Intelligent Kelly,380.0,642.136931079579,262.13693107957897,68.98340291567868
logistic_regression,Intelligent Kelly,760.0,1284.273862159158,524.2738621591579,68.98340291567868
logistic_regression,Intelligent Kelly,1140.0,1926.4107932387378,786.4107932387378,68.98340291567877
logistic_regression,Intelligent Kelly,1520.0,2568.547724318316,1048.5477243183159,68.98340291567868
logistic_regression,Intelligent Kelly,1900.0,3210.6846553978958,1310.6846553978958,68.98340291567872
logistic_regression,Intelligent Kelly,2280.0,3852.8215864774756,1572.8215864774756,68.98340291567877
logistic_regression,Intelligent Kelly,2660.0,4494.958517557055,1834.9585175570546,68.98340291567875
logistic_regression,Intelligent Kelly,3040.0,5137.095448636632,2097.0954486366318,68.98340291567868
logistic_regression,Intelligent Kelly,3420.0,5779.232379716213,2359.2323797162126,68.98340291567872
logistic_regression,Intelligent Kelly,3800.0,6421.3693107957915,2621.3693107957915,68.98340291567872
logistic_regression,Kelly,380.0,530.1667352422311,150.16673524223108,39.517561905850286
logistic_regression,Kelly,760.0,1060.3334704844622,300.33347048446217,39.517561905850286
