Season,Date,HomeTeam,AwayTeam,ResultEncoded,Bet365HomeWinOddsPercentage,Bet365DrawOddsPercentage,Bet365AwayWinOddsPercentage,OddsFavourHome,OddsFavourDraw,OddsFavourAway,OddsDifference_HvA,OddsDifference_HvD,OddsDifference_AvD
2020,06/11/2020,Brighton,Burnley,0,0.511293669135136,0.2702552251142862,0.21845110575057775,1,0,0,-2.48,-1.65,0.8300000000000001
2020,06/11/2020,Southampton,Newcastle,1,0.47707736389684813,0.26504297994269344,0.2578796561604584,1,0,0,-1.7000000000000002,-1.6,0.10000000000000009
2020,07/11/2020,Everton,Man United,-1,0.32763251441662067,0.2714669405166285,0.40090054506675094,0,0,1,0.5299999999999998,-0.6000000000000001,-1.13
2020,07/11/2020,Crystal Palace,Leeds,1,0.3316148808694441,0.27992197296920723,0.38846314616134875,0,0,1,0.41999999999999993,-0.5299999999999998,-0.9499999999999997
2020,07/11/2020,Chelsea,Sheffield United,1,0.6983240223463686,0.18994413407821228,0.11173184357541899,1,0,0,-7.14,-3.6399999999999997,3.5
2020,07/11/2020,West Ham,Fulham,1,0.5198277142432793,0.25367592455072036,0.2264963612060003,1,0,0,-2.37,-1.92,0.4500000000000002
2020,08/11/2020,West Brom,Tottenham,-1,0.13433250960129228,0.2171657199097104,0.6485017704889973,0,0,1,5.55,2.67,-2.88
2020,08/11/2020,Leicester,Wolves,1,0.41212601545472566,0.29621557360808404,0.2916584109371904,1,0,0,-0.9500000000000002,-0.9000000000000004,0.04999999999999982
2020,08/11/2020,Man City,Liverpool,0,0.4907216494845361,0.22783505154639172,0.28144329896907216,1,0,0,-1.45,-2.25,-0.8000000000000003
2020,08/11/2020,Arsenal,Aston Villa,-1,0.5772208925805997,0.23229621286780233,0.19048289455159792,1,0,0,-3.35,-2.4499999999999997,0.9000000000000004
2020,21/11/2020,Newcastle,Chelsea,-1,0.14596026490066225,0.1997350993377483,0.6543046357615894,0,0,1,5.05,1.75,-3.3
2020,21/11/2020,Aston Villa,Brighton,-1,0.4407039020657995,0.2631981637337414,0.29609793420045905,1,0,0,-1.0500000000000003,-1.4500000000000002,-0.3999999999999999
2020,21/11/2020,Tottenham,Man City,1,0.23684210526315788,0.23684210526315788,0.5263157894736842,0,0,1,2.2,0.0,-2.2
2020,21/11/2020,Man United,West Brom,1,0.7282229965156793,0.17212543554006968,0.09965156794425085,1,0,0,-8.2,-4.2,4.0
2020,22/11/2020,Fulham,Everton,-1,0.24342105263157898,0.24342105263157898,0.513157894736842,0,0,1,2.05,0.0,-2.05
2020,22/11/2020,Sheffield United,West Ham,-1,0.3151515151515151,0.2909090909090909,0.393939393939394,0,0,1,0.6000000000000001,-0.25,-0.8500000000000001
2020,22/11/2020,Leeds,Arsenal,0,0.3160919540229885,0.25287356321839083,0.4310344827586207,0,0,1,0.7999999999999998,-0.75,-1.5499999999999998
2020,22/11/2020,Liverpool,Leicester,1,0.5129935875801552,0.2372595342558218,0.24974687816402294,1,0,0,-1.9499999999999997,-2.15,-0.20000000000000018
2020,23/11/2020,Burnley,Crystal Palace,1,0.3463687150837989,0.30726256983240224,0.3463687150837989,1,0,1,0.0,-0.3500000000000001,-0.3500000000000001
2020,23/11/2020,Wolves,Southampton,0,0.41401273885350315,0.2929936305732484,0.2929936305732484,1,0,0,-0.9500000000000002,-0.9500000000000002,0.0
2020,27/11/2020,Crystal Palace,Newcastle,-1,0.45925577013659924,0.2896844088553933,0.25105982100800756,1,0,0,-1.7000000000000002,-1.2000000000000002,0.5
2020,28/11/2020,Brighton,Liverpool,0,0.1720368389470114,0.22528633671632445,0.6026768243366641,0,0,1,3.9299999999999997,1.2999999999999998,-2.63
2020,28/11/2020,Man City,Burnley,1,0.8148852369957897,0.12603558332201548,0.05907917968219475,1,0,0,-14.84,-6.34,8.5
2020,28/11/2020,Everton,Leeds,-1,0.4866595517609391,0.2497331910352187,0.263607257203842,1,0,0,-1.6500000000000001,-1.8499999999999999,-0.19999999999999973
2020,28/11/2020,West Brom,Sheffield United,1,0.3648208469055374,0.29641693811074915,0.33876221498371334,1,0,0,-0.19999999999999973,-0.6000000000000001,-0.40000000000000036
2020,29/11/2020,Southampton,Man United,-1,0.23842794759825325,0.2724890829694323,0.48908296943231444,0,0,1,2.05,0.5,-1.55
2020,29/11/2020,Chelsea,Tottenham,0,0.46400294605045106,0.27177315411526415,0.2642238998342846,1,0,0,-1.5500000000000003,-1.4500000000000002,0.10000000000000009
2020,29/11/2020,Arsenal,Wolves,-1,0.4652011310772599,0.2804889172671714,0.25430995165556874,1,0,0,-1.7000000000000002,-1.35,0.3500000000000001
2020,30/11/2020,Leicester,Fulham,-1,0.6340391980175715,0.2196440639783735,0.14631673800405498,1,0,0,-5.0,-2.83,2.17
2020,30/11/2020,West Ham,Aston Villa,1,0.42105263157894735,0.2631578947368421,0.3157894736842105,1,0,0,-0.75,-1.35,-0.6000000000000001
2020,05/12/2020,Burnley,Everton,0,0.23539823008849559,0.26902654867256637,0.49557522123893805,0,0,1,2.1,0.5,-1.6
2020,05/12/2020,Man City,Fulham,1,0.8636363636363636,0.08636363636363636,0.05,1,0,0,-17.9,-9.9,8.0
2020,05/12/2020,West Ham,Man United,-1,0.2631578947368421,0.2631578947368421,0.47368421052631576,0,0,1,1.6,0.0,-1.6
2020,05/12/2020,Chelsea,Leeds,1,0.631578947368421,0.21052631578947367,0.15789473684210525,1,0,0,-4.5,-3.0,1.5
2020,06/12/2020,West Brom,Crystal Palace,-1,0.33086670045615807,0.2967460719716168,0.37238722757222503,0,0,1,0.3200000000000003,-0.33000000000000007,-0.6500000000000004
2020,06/12/2020,Sheffield United,Leicester,-1,0.24786635191574355,0.2691120392228073,0.483021608861449,0,0,1,1.8499999999999999,0.2999999999999998,-1.55
2020,06/12/2020,Tottenham,Arsenal,1,0.4866595517609392,0.26360725720384204,0.24973319103521877,1,0,0,-1.8499999999999999,-1.6500000000000001,0.19999999999999973
2020,06/12/2020,Liverpool,Wolves,1,0.6340391980175715,0.2196440639783735,0.14631673800405498,1,0,0,-5.0,-2.83,2.17
2020,07/12/2020,Brighton,Southampton,-1,0.3898003558015417,0.2808855505040522,0.329314093694406,1,0,0,-0.44999999999999973,-0.9499999999999997,-0.5
2020,11/12/2020,Leeds,West Ham,-1,0.43963204292832503,0.2554618627826753,0.3049060942889996,1,0,0,-0.9500000000000002,-1.5500000000000003,-0.6000000000000001
2020,12/12/2020,Wolves,Aston Villa,-1,0.4193548387096774,0.2903225806451613,0.2903225806451613,1,0,0,-1.0,-1.0,0.0
2020,12/12/2020,Newcastle,West Brom,1,0.3872529245663574,0.2964905203711174,0.3162565550625252,1,0,0,-0.5499999999999998,-0.75,-0.20000000000000018
2020,12/12/2020,Man United,Man City,0,0.21985781067393842,0.22666293338527463,0.553479255940787,0,0,1,2.6100000000000003,0.1299999999999999,-2.4800000000000004
2020,12/12/2020,Everton,Chelsea,1,0.21843546363997918,0.22519656132407379,0.556367975035947,0,0,1,2.63,0.1299999999999999,-2.5
2020,13/12/2020,Southampton,Sheffield United,1,0.5576208178438662,0.2527881040892193,0.1895910780669145,1,0,0,-3.3,-2.05,1.25
2020,13/12/2020,Crystal Palace,Tottenham,0,0.20963810238139882,0.2418901181323833,0.548471779486218,0,0,1,2.7800000000000002,0.6000000000000001,-2.1799999999999997
2020,13/12/2020,Fulham,Liverpool,0,0.10460863204096563,0.17117776152158012,0.7242136064374544,0,0,1,7.7,3.5,-4.2
2020,13/12/2020,Arsenal,Burnley,-1,0.621470932916652,0.22639298270535177,0.1521360843779964,1,0,0,-4.72,-2.67,2.05
2020,13/12/2020,Leicester,Brighton,1,0.4767025089605735,0.27240143369175623,0.25089605734767023,1,0,0,-1.7999999999999998,-1.5,0.2999999999999998
2020,15/12/2020,Wolves,Chelsea,1,0.1803677122351528,0.24919223400909268,0.5704400537557545,0,0,1,3.59,1.4500000000000002,-2.1399999999999997
2020,15/12/2020,Man City,West Brom,0,0.868812998345118,0.08609146983601625,0.04509553181886565,1,0,0,-19.91,-9.91,10.0
2020,16/12/2020,Arsenal,Southampton,0,0.42217898832684825,0.2714007782101167,0.306420233463035,1,0,0,-0.8500000000000001,-1.25,-0.3999999999999999
2020,16/12/2020,Leeds,Newcastle,1,0.5429892624813857,0.23755780233560622,0.21945293518300807,1,0,0,-2.58,-2.25,0.33000000000000007
2020,16/12/2020,Leicester,Everton,-1,0.4427206508371961,0.2644026109166588,0.29287673824614513,1,0,0,-1.1,-1.4500000000000002,-0.3500000000000001
2020,16/12/2020,Fulham,Brighton,0,0.3313785347043702,0.28819890745501286,0.380422557840617,0,0,1,0.3700000000000001,-0.4299999999999997,-0.7999999999999998
2020,16/12/2020,Liverpool,Tottenham,1,0.540711462450593,0.24901185770750991,0.21027667984189727,1,0,0,-2.75,-2.05,0.7000000000000002
2020,16/12/2020,West Ham,Crystal Palace,0,0.4603234298608499,0.27754795035727714,0.26212861978187285,1,0,0,-1.5500000000000003,-1.35,0.20000000000000018
2020,17/12/2020,Aston Villa,Burnley,0,0.540711462450593,0.24901185770750991,0.21027667984189727,1,0,0,-2.75,-2.05,0.7000000000000002
2020,17/12/2020,Sheffield United,Man United,-1,0.1354490430230656,0.20611810894814334,0.6584328480287911,0,0,1,5.5600000000000005,2.4000000000000004,-3.1599999999999997
2020,19/12/2020,Crystal Palace,Liverpool,-1,0.14631673800405498,0.2196440639783735,0.6340391980175715,0,0,1,5.0,2.17,-2.83
2020,19/12/2020,Southampton,Man City,-1,0.1348314606741573,0.2097378277153558,0.6554307116104868,0,0,1,5.5600000000000005,2.5,-3.06
2020,19/12/2020,Everton,Arsenal,1,0.3883495145631068,0.27184466019417475,0.33980582524271846,1,0,0,-0.34999999999999964,-1.0499999999999998,-0.7000000000000002
2020,19/12/2020,Newcastle,Fulham,0,0.3800403225806452,0.2923387096774194,0.3276209677419355,1,0,0,-0.3999999999999999,-0.75,-0.3500000000000001
2020,20/12/2020,Brighton,Sheffield United,0,0.5747126436781609,0.2528735632183908,0.17241379310344826,1,0,0,-3.85,-2.1,1.75
2020,20/12/2020,Tottenham,Leicester,-1,0.46400294605045106,0.27177315411526415,0.2642238998342846,1,0,0,-1.5500000000000003,-1.4500000000000002,0.10000000000000009
2020,20/12/2020,Man United,Leeds,1,0.5706913317009736,0.21878697704933397,0.21052169124969247,1,0,0,-2.84,-2.67,0.16999999999999993
2020,20/12/2020,West Brom,Aston Villa,-1,0.263607257203842,0.2497331910352187,0.4866595517609391,0,0,1,1.6500000000000001,-0.19999999999999973,-1.8499999999999999
