Season,Date,HomeTeam,AwayTeam,ResultEncoded,Bet365HomeWinOddsPercentage,Bet365DrawOddsPercentage,Bet365AwayWinOddsPercentage,OddsFavourHome,OddsFavourDraw,OddsFavourAway,OddsDifference_HvA,OddsDifference_HvD,OddsDifference_AvD
2019,14/09/2019,Man United,Leicester,1,0.48908296943231444,0.2724890829694323,0.23842794759825325,1,0,0,-2.05,-1.55,0.5
2019,14/09/2019,Sheffield United,Southampton,-1,0.3872529245663574,0.2964905203711174,0.3162565550625252,1,0,0,-0.5499999999999998,-0.75,-0.20000000000000018
2019,14/09/2019,Tottenham,Crystal Palace,1,0.6997667444185273,0.18127290903032325,0.11896034655114963,1,0,0,-6.64,-3.8899999999999997,2.75
2019,14/09/2019,Wolves,Chelsea,-1,0.32907857997606704,0.2891902672516953,0.3817311527722378,0,0,1,0.3999999999999999,-0.3999999999999999,-0.7999999999999998
2019,14/09/2019,Norwich,Man City,1,0.06319290465631928,0.10532150776053213,0.8314855875831485,0,0,1,13.86,6.0,-7.86
2019,15/09/2019,Bournemouth,Everton,1,0.3292826342610741,0.2728341826734614,0.39788318306546455,0,0,1,0.5,-0.6000000000000001,-1.1
2019,15/09/2019,Watford,Arsenal,0,0.2631578947368421,0.2631578947368421,0.47368421052631576,0,0,1,1.6,0.0,-1.6
2019,16/09/2019,Aston Villa,West Ham,0,0.36280998325492386,0.27158918746511446,0.36560082927996174,0,0,1,0.020000000000000018,-0.8799999999999999,-0.8999999999999999
2019,20/09/2019,Southampton,Bournemouth,-1,0.46400294605045106,0.2642238998342846,0.27177315411526415,1,0,0,-1.4500000000000002,-1.5500000000000003,-0.10000000000000009
2019,21/09/2019,Leicester,Tottenham,1,0.32992733246095163,0.27054041261798034,0.39953225492106803,0,0,1,0.5,-0.6299999999999999,-1.13
2019,21/09/2019,Burnley,Norwich,1,0.4767025089605736,0.2508960573476703,0.2724014336917563,1,0,0,-1.5,-1.7999999999999998,-0.2999999999999998
2019,21/09/2019,Everton,Sheffield United,-1,0.5890437855880619,0.25289613194580796,0.15806008246612996,1,0,0,-4.39,-2.1399999999999997,2.25
2019,21/09/2019,Man City,Watford,1,0.8677685950413222,0.08677685950413223,0.04545454545454545,1,0,0,-19.9,-9.9,10.0
2019,21/09/2019,Newcastle,Brighton,0,0.38247011952191234,0.298804780876494,0.31872509960159356,1,0,0,-0.5,-0.7000000000000002,-0.20000000000000018
2019,22/09/2019,Crystal Palace,Wolves,0,0.36257457698953477,0.30643399732663906,0.33099142568382617,1,0,0,-0.25,-0.48,-0.22999999999999998
2019,22/09/2019,West Ham,Man United,1,0.30579150579150577,0.2633204633204633,0.43088803088803085,0,0,1,0.8999999999999999,-0.5,-1.4
2019,22/09/2019,Arsenal,Aston Villa,1,0.6803939122649956,0.20053715308863027,0.11906893464637423,1,0,0,-6.6,-3.35,3.25
2019,22/09/2019,Chelsea,Liverpool,-1,0.27149321266968324,0.25339366515837103,0.4751131221719457,0,0,1,1.5,-0.25,-1.75
2019,28/09/2019,Sheffield United,Liverpool,-1,0.10547184773988898,0.18080888183980967,0.7137192704203014,0,0,1,7.67,3.75,-3.92
2019,28/09/2019,Aston Villa,Burnley,0,0.41349548842683415,0.2797175362887407,0.3067869752844253,1,0,0,-0.8000000000000003,-1.1,-0.2999999999999998
2019,28/09/2019,Bournemouth,West Ham,0,0.38118811881188125,0.2722772277227723,0.34653465346534656,1,0,0,-0.25,-1.0,-0.75
2019,28/09/2019,Chelsea,Brighton,1,0.6803939122649956,0.20053715308863027,0.11906893464637423,1,0,0,-6.6,-3.35,3.25
2019,28/09/2019,Crystal Palace,Norwich,1,0.4966887417218543,0.25165562913907286,0.25165562913907286,1,0,0,-1.85,-1.85,0.0
2019,28/09/2019,Tottenham,Southampton,1,0.6803939122649956,0.20053715308863027,0.11906893464637423,1,0,0,-6.6,-3.35,3.25
2019,28/09/2019,Wolves,Watford,1,0.5114491057997661,0.2782884840381081,0.21026241016212607,1,0,0,-2.65,-1.5499999999999998,1.1
2019,28/09/2019,Everton,Man City,-1,0.09514304723885564,0.17298735861610115,0.7318695941450433,0,0,1,8.7,4.5,-4.2
2019,29/09/2019,Leicester,Newcastle,1,0.6349206349206349,0.23809523809523808,0.12698412698412698,1,0,0,-6.0,-2.5,3.5
2019,30/09/2019,Man United,Arsenal,0,0.40090054506675094,0.2714669405166285,0.32763251441662067,1,0,0,-0.5299999999999998,-1.13,-0.6000000000000001
2019,05/10/2019,Brighton,Tottenham,1,0.2417815482502651,0.2619300106044538,0.4962884411452809,0,0,1,2.0,0.2999999999999998,-1.7000000000000002
2019,05/10/2019,Burnley,Everton,1,0.3313785347043702,0.28819890745501286,0.380422557840617,0,0,1,0.3700000000000001,-0.4299999999999997,-0.7999999999999998
2019,05/10/2019,Liverpool,Leicester,1,0.6627466613514053,0.20091688259916285,0.13633645604943193,1,0,0,-5.5600000000000005,-3.31,2.25
2019,05/10/2019,Norwich,Aston Villa,-1,0.3992395437262357,0.2628326996197719,0.33792775665399244,1,0,0,-0.4299999999999997,-1.23,-0.8000000000000003
2019,05/10/2019,Watford,Sheffield United,0,0.4603234298608499,0.27754795035727714,0.26212861978187285,1,0,0,-1.5500000000000003,-1.35,0.20000000000000018
2019,05/10/2019,West Ham,Crystal Palace,-1,0.4866595517609392,0.26360725720384204,0.24973319103521877,1,0,0,-1.8499999999999999,-1.6500000000000001,0.19999999999999973
2019,06/10/2019,Arsenal,Bournemouth,1,0.6627466613514053,0.20091688259916285,0.13633645604943193,1,0,0,-5.5600000000000005,-3.31,2.25
2019,06/10/2019,Man City,Wolves,-1,0.8490566037735848,0.10566037735849056,0.045283018867924525,1,0,0,-19.88,-7.88,12.0
2019,06/10/2019,Southampton,Chelsea,-1,0.23725953425582186,0.249746878164023,0.5129935875801553,0,0,1,2.15,0.20000000000000018,-1.9499999999999997
2019,06/10/2019,Newcastle,Man United,1,0.2119476268412439,0.27250409165302786,0.5155482815057284,0,0,1,2.65,1.0,-1.65
2019,19/10/2019,Everton,West Ham,1,0.4901960784313726,0.2549019607843137,0.2549019607843137,1,0,0,-1.8,-1.8,0.0
2019,19/10/2019,Aston Villa,Brighton,1,0.4041204437400951,0.2793185419968304,0.3165610142630745,1,0,0,-0.6499999999999999,-1.0499999999999998,-0.3999999999999999
