Mapping,Count
Pred Home Win → Actual Draw,30
Pred Home Win → Actual Away Win,20
Pred Draw → Actual Home Win,37
Pred Draw → Actual Away Win,27
Pred Away Win → Actual Home Win,27
Pred Away Win → Actual Draw,28
